,BHK,Price,Area,Location,Bathrooms,Balcony,Facing,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Others_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,LogPrice
341,2,4464000.0,930.0,"Rajarhat, Kolkata",2,1,North-East,3.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.311556007057595
342,2,4277000.0,891.0,"Rajarhat, Kolkata",2,1,West,4.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.268762621017762
343,2,4536000.0,945.0,"Rajarhat, Kolkata",2,1,West,4.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.327556344848254
344,3,10500000.0,1160.0,"Patuli, EM Bypass",2,1,North-East,5.0,7.0,0,0,0,0,0,7.5,2,0,4,1,1,1,1,1,1,1,1,1,1,0,0,16.166885910365842
345,4,45000000.0,2799.0,"Tollygunge, Kolkata",5,3,Missing,11.0,29.0,0,0,0,0,0,-1.67,2,0,6,1,0,0,0,0,0,0,1,1,1,0,0,17.622173069956816
346,3,7000000.0,1210.0,"Baruipur, Kolkata South",2,1,South-East,8.0,14.0,0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,15.76142084987672
347,3,25000000.0,1389.0,"Mukundapur, Kolkata",2,2,South-East,30.0,46.0,0,0,0,1,0,7.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,17.034386422832473
348,2,5300000.0,862.0,"New Town, Kolkata",2,1,East,3.0,4.0,0,0,0,0,0,7.5,2,2,0,1,1,1,1,1,1,1,0,0,0,0,0,15.483217567201578
349,2,9500000.0,1242.0,"New Town Action area 1A, Kolkata",2,1,East,2.0,13.0,0,0,1,0,0,7.5,2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,16.066802461833923
350,3,7200000.0,560.0,"Action Area 3, Kolkata",2,1,North-West,2.0,5.0,0,0,1,0,0,3.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,15.789591722875162
351,2,8000000.0,1022.0,"New Town, Kolkata",2,1,North,3.0,5.0,0,0,0,0,0,7.5,2,2,4,1,1,0,1,0,0,1,1,0,1,0,0,15.894952224644102
352,2,5100000.0,996.0,"Rajarhat, Kolkata",2,1,West,2.0,7.0,0,0,0,0,0,3.0,2,0,2,1,0,1,1,1,1,0,1,0,1,0,0,15.444751293772967
353,4,16700000.0,3540.0,"Rajarhat, Kolkata",5,3,North,,,0,0,0,1,0,3.0,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,16.630919337267223
354,3,12000000.0,2500.0,"Rajarhat, Kolkata",3,3,South-West,2.0,4.0,0,0,0,1,0,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,16.300417291085605
355,3,5764000.0,1441.0,"Airport, Dum Dum",3,2,Missing,2.0,4.0,0,0,0,0,0,-1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.567142409592167
356,3,4126000.0,1115.0,"Airport, Dum Dum",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.232819214978791
357,2,3000000.0,740.0,"Baruipur, Kolkata South",2,1,East,2.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,14.914123179965662
358,3,5300000.0,1125.0,"Mahamayatala, Garia",2,1,North-East,4.0,4.0,0,0,0,0,0,7.5,2,0,2,1,1,1,0,1,0,1,1,0,1,0,0,15.483217567201578
359,3,10200000.0,1350.0,"Rajarhat, Kolkata",2,1,South-East,10.0,10.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.13789837629371
360,3,7600000.0,1226.0,"Garia, Kolkata",3,1,North-West,15.0,15.0,0,0,0,0,0,3.0,2,0,5,1,1,0,0,0,0,1,1,1,1,0,0,15.843658936835498
361,4,16500000.0,2160.0,"BT Road, Kolkata",3,2,South-East,15.0,25.0,0,0,0,0,0,0.5,2,0,2,1,0,0,1,0,0,1,1,0,1,0,0,16.61887099947687
362,2,4400000.0,918.0,"Baruipur, Kolkata South",2,1,South-West,2.0,14.0,0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,15.29711532616119
363,3,8600000.0,1349.0,"Rajarhat, Kolkata",2,1,South-East,6.0,11.0,0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,15.967272877502799
364,3,13500000.0,1290.0,"Rajarhat, Kolkata",2,1,South-East,10.0,13.0,0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,16.41820031748273
365,2,7200000.0,920.0,"Rajarhat, Kolkata",2,1,South,5.0,9.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,15.789591722875162
366,3,20000000.0,1415.0,"Salt Lake, Kolkata",2,1,South-East,8.0,25.0,0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,16.811242881518265
367,1,5000000.0,560.0,"CD Block Newtown, Action Area 1",1,0,Missing,,,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.424948670398354
368,3,13000000.0,1670.0,"New Town, Kolkata",3,2,South-West,7.0,12.0,0,0,0,0,0,3.0,2,0,11,1,1,1,1,1,1,1,1,1,1,0,0,16.380459992348886
369,4,12800000.0,1817.0,"Belgharia, BT Road",3,1,South-East,9.0,13.0,0,0,0,0,0,3.0,2,1,3,1,0,0,0,0,0,1,1,0,1,0,0,16.36495580701484
370,3,10700000.0,1264.0,"New Town, Kolkata",2,1,South,3.0,12.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,16.185754392890075
371,4,18000000.0,2071.0,"BT Road, Kolkata",3,1,South,21.0,25.0,0,0,0,0,0,3.0,2,0,6,1,0,0,1,0,0,1,1,0,1,0,0,16.705882371415992
372,3,11500000.0,1261.0,"New Town, Kolkata",2,1,Missing,9.0,12.0,0,0,0,0,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,16.257857680289998
373,2,6000000.0,950.0,"Mukundapur Colony, Santoshpur",2,1,South-East,3.0,5.0,0,0,0,0,0,7.5,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,15.607270193858982
374,2,6300000.0,980.0,"Action Area 2, Kolkata",2,1,East,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.656060350091908
375,3,7250000.0,1368.0,"Action Area 2, Kolkata",2,2,South,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.796512164761882
376,3,11600000.0,1400.0,"Rajarhat, Kolkata",3,1,West,6.0,10.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.266515742283485
377,3,24000000.0,1475.0,"Mukundapur, Kolkata",3,2,North-East,20.0,46.0,0,0,0,0,0,0.5,1,0,6,1,1,1,1,1,1,1,1,1,1,0,0,16.993564429978885
378,2,6200000.0,970.0,"Panchasayar, EM Bypass",2,1,South-East,1.0,4.0,0,0,0,0,0,12.5,2,0,2,1,1,1,0,1,0,1,1,1,1,0,0,15.64006001130563
379,6,32500000.0,3000.0,"Jodhpur Park, Kolkata",4,3,South,3.0,4.0,0,0,0,0,0,7.5,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,17.296750678069195
380,4,29000000.0,3620.0,"Garia, Kolkata",4,3,North-East,3.0,22.0,0,0,0,1,0,12.5,2,0,6,1,1,1,0,1,1,1,1,1,1,0,0,17.182806422433504
381,2,7500000.0,1027.0,"Nayabad, Kolkata",2,1,South-East,4.0,11.0,0,0,0,0,0,3.0,2,0,4,1,0,1,0,1,0,1,1,1,1,0,0,15.830413711839864
382,3,4500000.0,931.0,"Joka, Kolkata South",2,2,Missing,1.0,10.0,0,0,0,0,0,0.5,2,0,4,1,1,0,1,1,1,1,1,1,1,0,0,15.319588176962746
383,3,6900000.0,1278.0,"Baruipur, Kolkata South",2,1,North-West,8.0,14.0,1,0,0,0,0,3.0,2,0,9,1,0,0,0,0,0,1,1,1,1,0,0,15.747032114495013
384,3,5600000.0,1225.0,"Mahamayatala, Garia",2,1,South-East,4.0,4.0,0,0,0,0,0,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,15.53827733427679
385,2,3000000.0,799.0,"Rajarhat, Kolkata",2,1,Missing,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.914123179965662
386,3,15300000.0,1551.0,"Dum Dum, Kolkata",2,2,South,1.0,13.0,0,1,1,0,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,16.54336345172214
387,1,2230000.0,531.0,"Birati, Kolkata",1,1,East,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.617512591866694
388,3,5200000.0,1060.0,"Serampore, Hooghly",2,1,North-East,8.0,29.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,15.46416937585933
389,3,16500000.0,1373.0,"EM Bypass, Kolkata South",2,2,North-East,12.0,17.0,0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,16.61887099947687
390,3,11399999.999999998,1360.0,"Char Park, Kolkata",2,1,South-West,11.0,11.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.249124001084017
391,3,10700000.0,1650.0,"Garia, Kolkata",2,1,East,1.0,4.0,0,1,0,0,0,7.5,2,1,3,1,1,1,1,1,1,0,1,0,1,0,0,16.185754392890075
392,4,21000000.0,2850.0,"Moore Avenue, Tollygunge",4,2,South-East,1.0,4.0,0,0,0,0,0,12.5,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,16.860033043306743
393,1,15000000.0,970.0,"New Town, Kolkata",1,1,South-East,11.0,23.0,0,0,0,0,0,0.5,2,2,10,1,1,1,1,1,1,1,1,1,1,0,0,16.52356082573315
394,3,16500000.0,2054.0,"New Town, Kolkata",3,2,Missing,11.0,33.0,0,0,0,0,0,3.0,2,0,11,1,1,1,1,1,1,1,1,1,1,0,0,16.61887099947687
395,3,9500000.0,1255.0,"Char Park, Kolkata",2,2,West,3.0,11.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.066802461833923
396,2,3704999.9999999995,950.0,"Airport, Dum Dum",2,1,South-West,2.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.125194086617821
397,2,3825000.0,805.0,"Airport, Dum Dum",2,1,South-East,4.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.157069286680647
398,3,5900000.0,1000.0,"Joka, Kolkata South",2,1,West,13.0,15.0,0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,1,1,0,0,15.59046307836746
399,3,6600000.0,1128.0,"Joka, Kolkata South",2,3,East,3.0,15.0,0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,1,1,0,0,15.702580358511794
400,3,13700000.000000002,1551.0,"Dum Dum, Kolkata",2,2,South,5.0,13.0,0,0,0,0,0,3.0,2,0,4,1,0,0,1,0,0,1,1,0,1,0,0,16.432906463791053
401,2,6000000.0,1010.0,"Rajarhat, Kolkata",2,1,East,8.0,11.0,0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,15.607270193858982
402,2,5100000.0,1158.0,"Rajarhat, Kolkata",2,2,East,1.0,7.0,0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,15.444751293772967
403,3,9200000.0,1474.0,"Rajarhat, Kolkata",2,1,South,6.0,9.0,0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,16.034714150714915
404,3,12300000.0,1369.0,"New Town, Kolkata",2,1,South,4.0,12.0,0,0,0,0,0,3.0,2,0,6,1,1,0,0,0,0,1,1,0,1,0,0,16.325109901643454
405,3,9400000.0,1260.0,"Char Park, Kolkata",2,1,South-West,3.0,11.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.056220353623207
406,2,6000000.0,971.0,"Rajarhat, Kolkata",2,1,East,10.0,10.0,0,0,0,0,0,0.5,2,0,4,1,0,0,0,1,1,1,1,0,1,0,0,15.607270193858982
407,4,17500000.0,1493.0,"Ballygunge, Kolkata",3,1,South-East,2.0,4.0,0,0,0,1,0,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,16.677711496036597
408,3,6300000.0,1326.0,"Behala Chowrasta, Kolkata",2,2,East,2.0,11.0,0,0,0,0,0,7.5,2,2,5,1,1,1,1,1,1,1,1,1,1,0,0,15.656060350091908
409,2,4100000.0,1052.0,"Shibrampur, Shibrampur Mauza, Kolkata",2,1,South-East,8.0,11.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.226497775576945
410,2,5500000.0,940.0,"Joka, Kolkata South",2,1,South-West,4.0,14.0,0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,15.520258832020865
411,2,5500000.0,940.0,"Joka, Kolkata South",2,1,South,4.0,14.0,0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,15.520258832020865
412,2,5200000.0,890.0,"Joka, Kolkata South",2,2,North-East,12.0,14.0,0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,15.46416937585933
413,3,8700000.0,1412.0,"Saradapally, Kolkata South",2,2,South-East,1.0,5.0,0,0,0,0,0,7.5,2,2,2,1,1,1,1,1,1,0,0,1,0,0,0,15.978833698567334
414,2,3000000.0,839.0,"Garia Gardens, Kolkata",2,1,South-East,1.0,2.0,1,0,0,0,0,0.5,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,14.914123179965662
415,3,4448000.0,1055.0,"New Town, Kolkata",2,1,South-East,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,15.307965339732673
416,3,8500000.0,1298.0,"Kalikapur, Kolkata",2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.955576839107596
417,2,5100000.0,860.0,"Joka, Kolkata South",2,2,North,4.0,15.0,0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,0,1,1,0,15.444751293772967
418,2,8500000.0,1000.0,"Mudially, Sarat Bose Road",2,1,South-West,3.0,8.0,0,0,0,0,0,12.5,2,0,4,1,1,1,0,0,0,0,0,1,1,0,0,15.955576839107596
419,3,4500000.0,1200.0,"Airport, Dum Dum",2,2,South-East,1.0,4.0,0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.319588176962746
420,2,5088000.0,960.0,"Action Area 2, Kolkata",2,1,East,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,15.442395580542957
421,3,8500000.0,764.0,"BT Road, Kolkata",2,1,South-East,2.0,11.0,0,0,0,0,0,3.0,0,0,3,1,1,1,1,1,1,1,1,0,1,0,0,15.955576839107596
422,4,25000000.0,2452.0,"Topsia, EM Bypass",4,1,North-West,18.0,19.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,17.034386422832473
423,3,21100000.0,1985.0,"Topsia, EM Bypass",3,1,South,16.0,19.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,16.86478364583966
424,3,5500000.0,1150.0,"Rajarhat, Kolkata",2,1,North,3.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,15.520258832020865
425,4,17000000.0,3500.0,"Rajarhat, Kolkata",4,2,North-West,3.0,4.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.648723960844016
426,2,7700000.0,910.0,"BT Road, Kolkata",2,1,South-East,3.0,24.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.856731016694035
427,4,24500000.0,1235.0,"New Town, Kolkata",4,2,South-West,16.0,20.0,0,1,0,0,0,3.0,0,0,10,1,0,0,0,0,0,1,1,1,1,0,0,17.01418371633128
428,4,22000000.0,2621.0,"EM Bypass, Kolkata East",4,3,South-East,4.0,22.0,0,0,0,0,0,3.0,2,0,6,1,0,0,0,0,0,1,1,1,1,0,0,16.906553056777135
429,3,12000000.0,1328.0,"EM Bypass, Kolkata South",2,1,North,10.0,27.0,0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,1,0,16.300417291085605
430,3,7500000.0,1404.0,"Fartabad, Garia",2,2,North-East,4.0,4.0,0,0,0,0,0,7.5,0,0,3,1,1,1,0,1,0,0,1,1,1,0,0,15.830413711839864
431,2,6300000.0,1145.0,"Durganagar, Belgharia Expressway, Kolkata",2,3,North-West,3.0,6.0,0,1,0,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,0,0,15.656060350091908
432,2,6500000.0,1175.0,"Durganagar, Belgharia Expressway, Kolkata",2,3,South-East,5.0,6.0,0,1,0,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,0,0,15.687312888712007
433,2,5700000.0,1022.0,"Durganagar, Belgharia Expressway, Kolkata",2,3,North-East,2.0,6.0,0,0,0,0,0,3.0,2,0,9,1,1,1,1,1,1,1,1,1,1,0,0,15.555976908243359
434,3,5200000.0,1437.0,"Panihati, Kolkata",2,1,South-West,4.0,9.0,0,0,0,0,0,7.5,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,15.46416937585933
435,3,7400000.0,1225.0,"EM Bypass, Kolkata South",2,1,South-East,1.0,4.0,0,0,0,0,0,12.5,2,0,5,1,1,1,0,0,0,1,1,1,1,0,0,15.816990693309524
436,3,6906000.0,1303.0,"Action Area 2, Kolkata",2,2,South-West,1.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,15.747901301733686
437,3,12000000.0,1765.0,"Garia, Kolkata",2,2,South-West,5.0,10.0,0,0,0,0,0,12.5,2,0,2,1,1,0,0,0,0,1,1,0,1,0,0,16.300417291085605
438,2,3529999.9999999995,954.0,"Rajarhat, Kolkata",2,1,South-East,4.0,4.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,15.076808712195557
439,4,24500000.0,2945.0,"Survey Park, Santoshpur",4,2,South-West,9.0,13.0,1,0,0,0,0,12.5,2,0,5,1,1,0,0,1,1,1,1,1,1,0,0,17.01418371633128
440,4,34000000.0,2800.0,"Tollygunge, Kolkata",3,1,South,17.0,17.0,0,0,0,1,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,17.341871111992198
441,1,2256000.0,480.0,"Airport 2 No. Gate, North Dumdum",1,1,South,4.0,7.0,0,0,0,0,0,0.5,2,0,5,1,1,1,0,1,0,1,1,0,1,0,0,14.629104334862399
442,2,2250000.0,750.0,"Amarabati, Sodepur",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,14.626441218624949
443,4,55000000.0,3200.0,"Ballygunge, Kolkata",4,3,East,1.0,4.0,1,0,0,1,0,12.5,1,0,5,1,1,1,1,1,0,1,1,1,1,0,0,17.822843761378564
444,2,5500000.0,1158.0,"Rajarhat, Kolkata",2,2,East,6.0,7.0,0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,15.520258832020865
445,3,5700000.0,1160.0,"Kamalgazi, Southern Bypass",2,1,Missing,3.0,4.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,15.555976908243359
446,2,6200000.0,920.0,"Baishnabghata Bye Lane, Garia",2,1,Missing,2.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,15.64006001130563
447,3,8600000.0,1300.0,"Garia, Kolkata",2,2,North-East,2.0,3.0,0,0,0,0,0,3.0,2,0,1,1,0,1,0,1,1,0,0,1,0,0,0,15.967272877502799
448,2,5000000.0,1060.0,"Narendrapur, Kolkata",2,1,South-East,4.0,7.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.424948670398354
449,2,4310000.0,917.0,"Garia, Kolkata",2,1,South,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,15.276448694098464
450,3,12500000.0,1468.0,"Briji, Garia",3,1,South,4.0,7.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,0,1,1,0,0,16.341239282272525
451,2,5550000.0,895.0,"Hdustan More, Garia",2,1,West,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,15.52930866590278
452,3,5500000.0,1100.0,"Hdustan More, Garia",2,1,North-East,1.0,3.0,0,0,0,0,0,3.0,2,0,1,0,0,1,1,1,1,0,0,1,0,0,0,15.520258832020865
453,3,8100000.0,1200.0,"Baishnabghata, Garia",2,1,South-East,1.0,3.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.90737474309945
454,2,6700000.0,980.0,"Baishnabghata, Garia",2,1,East,3.0,3.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.717618233614914
455,3,5200000.0,1200.0,"Garia, Kolkata",2,1,North-East,1.0,4.0,0,0,0,0,0,12.5,2,0,2,1,1,1,1,1,1,0,0,1,1,0,0,15.46416937585933
456,3,7600000.0,1680.0,"Mahamayatala, Garia",2,1,North-East,2.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.843658936835498
457,3,5200000.0,1338.0,"Narendrapur, Kolkata",2,1,South-East,1.0,5.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.46416937585933
458,2,5700000.0,1060.0,"Narendrapur, Kolkata",2,1,South,3.0,5.0,0,0,0,0,0,7.5,2,2,3,1,1,1,1,1,1,1,1,1,1,0,0,15.555976908243359
459,3,6800000.0,1280.0,"Saha Para, Fartabad, Garia",2,1,North-East,4.0,4.0,0,0,0,0,0,7.5,2,2,7,1,0,0,0,0,0,1,1,1,1,0,0,15.732433317205148
460,4,5180000.0,1400.0,"Mahamayatala, Garia",4,2,South-East,1.0,3.0,1,0,0,0,0,3.0,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,15.46031580728584
461,3,6700000.0,1202.0,"Action Area 2, Kolkata",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.717618233614914
462,3,8600000.0,1250.0,"Action Area 1, Kolkata",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.967272877502799
463,3,10300000.0,1341.0,"Action Area 1, Kolkata",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,16.14765455028724
474,3,6919000.0,1193.0,"Kalikapur, Kolkata",2,1,South-West,2.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,15.749781953010494
475,3,5200000.0,1111.0,"Nayabad, Kolkata",2,1,North-East,3.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.46416937585933
477,3,7800000.0,1300.0,"Kalikapur, Kolkata",2,1,South-East,2.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,15.86963441986494
479,3,7041000.0,1214.0,"Madurdaha, EM Bypass, Kolkata South",2,1,South-East,1.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.767260905526541
480,2,2400000.0,600.0,"Chaitalpara, Bally, Howrah",2,1,South,3.0,4.0,0,0,0,0,0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.690979711984754
481,2,7000000.0,842.0,"BT Road, Kolkata",2,1,South,4.0,24.0,0,0,0,0,0,0.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.76142084987672
482,2,7400000.0,896.0,"BT Road, Kolkata",2,1,North,14.0,24.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,15.816990693309524
483,3,23000000.0,1770.0,"New Town, Kolkata",3,2,North-East,15.0,29.0,0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,16.951004817371683
484,3,16700000.0,2185.0,"New Town, Kolkata",4,3,East,3.0,21.0,0,0,0,1,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,16.630919337267223
485,2,6600000.0,972.0,"Garia, Kolkata",2,1,North-West,4.0,4.0,0,0,0,0,0,7.5,2,2,6,1,1,1,1,1,1,1,1,1,1,0,0,15.702580358511794
486,2,10000000.0,1464.0,"New Town, Kolkata",2,2,North-East,6.0,21.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,16.118095750958314
487,3,7000000.0,1320.0,"Madurdaha, EM Bypass, Kolkata South",2,2,South-East,1.0,3.0,0,0,0,0,0,3.0,2,2,0,1,1,1,0,0,1,0,0,1,0,0,0,15.76142084987672
488,3,5200000.0,1040.0,"Serampore, Hooghly",2,1,South-East,23.0,26.0,0,0,0,0,0,0.5,2,1,7,1,1,1,1,1,1,1,1,1,1,0,0,15.46416937585933
489,2,5800000.0,1054.0,"Madhyamgram, Kolkata",2,1,South,6.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.573368647930426
490,2,5300000.0,1056.0,"Madhyamgram, Kolkata",2,1,East,6.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.483217567201578
491,2,5300000.0,1023.0,"Madhyamgram, Kolkata",2,1,North,5.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.483217567201578
492,3,4300000.0,1108.0,"Baruipur, Kolkata South",2,1,East,2.0,4.0,1,0,0,0,0,0.5,2,0,7,1,1,1,0,1,1,1,1,1,1,0,0,15.274125813221904
493,2,3700000.0,820.0,"Baruipur, Kolkata South",2,1,North,2.0,4.0,1,0,0,0,0,3.0,2,0,8,1,1,1,0,0,1,1,1,1,1,0,0,15.123843647884687
494,3,7500000.0,1264.0,"EM Bypass, Kolkata South",2,1,South-East,8.0,15.0,0,0,0,0,0,0.5,2,2,3,1,0,0,1,0,0,1,1,0,1,0,0,15.830413711839864
496,4,30000000.0,4500.0,"EM Bypass, Kolkata South",4,3,North-West,22.0,27.0,0,0,0,0,0,7.5,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,17.216707972959764
497,2,3800000.0,890.0,"Rajarhat, Kolkata",2,1,South-West,4.0,5.0,0,0,0,0,0,3.0,0,0,3,1,1,1,0,1,1,1,1,0,1,0,0,15.150511887854474
