,BHK,Price,Area,Location,Bathrooms,Balcony,Facing,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Others_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,LogPrice
38,6,16000000.0,2640.0,"Shreebhumi, Kolkata",4,2,Missing,3.0,5.0,0,0,0,0,0,7.5,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,16.588099342704055
39,2,5700000.0,965.0,"Rajarhat, Kolkata",2,1,West,3.0,12.0,0,0,0,0,0,0.5,2,0,3,1,0,1,0,1,0,1,1,1,1,0,0,15.555976908243359
40,3,5000000.0,1498.0,"Madhyamgram, Kolkata",2,3,North,5.0,5.0,0,0,0,0,0,12.5,1,2,3,1,1,1,0,1,0,1,0,1,0,0,0,15.424948670398354
41,2,5000000.0,999.0,"East Rajapur, Santoshpur",2,1,Missing,1.0,5.0,0,0,0,0,0,12.5,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15.424948670398354
42,4,5800000.0,1310.0,"Madhyamgram, Kolkata",2,2,South,7.0,7.0,0,1,0,0,0,7.5,2,2,5,1,1,0,1,0,0,1,1,0,1,0,0,15.573368647930426
43,3,6800000.0,1390.0,"Madhyamgram, Kolkata",2,1,East,1.0,4.0,0,1,1,0,0,3.0,2,0,7,1,1,1,1,0,1,1,1,1,1,0,0,15.732433317205148
44,2,4500000.0,913.0,"East Kodalia, New Barrakpur, Kolkata",2,1,West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,1,0,1,0,0,0,0,15.319588176962746
45,2,6200000.0,1620.0,"Nitai Nagar, Mukundapur",2,1,South-East,2.0,4.0,0,0,0,0,0,12.5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,15.64006001130563
46,3,14000000.0,1643.0,"New Town, Kolkata",3,1,West,7.0,7.0,0,0,0,1,0,3.0,2,2,5,1,1,1,0,1,1,1,1,1,1,0,0,16.454567959008102
47,3,5500000.0,1427.0,"Rajarhat, Kolkata",2,1,Missing,4.0,4.0,0,0,1,0,0,12.5,2,2,4,1,1,1,0,0,1,0,1,1,1,0,0,15.520258832020865
48,3,8800000.0,1850.0,"Dobson Road Ganges, Howrah",2,0,Missing,10.0,10.0,0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.990262393084793
49,2,11200000.000000002,1195.0,"Tollygunge, Kolkata",2,1,Missing,4.0,4.0,0,0,0,0,0,12.5,1,1,3,1,1,1,0,1,1,0,1,0,1,0,0,16.231424425551033
50,3,7700000.0,812.0,"Rajarhat, Kolkata",2,1,South,18.0,27.0,0,0,0,0,0,-2.42,1,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.856731016694035
52,2,7000000.0,1090.0,"Bally, Howrah",2,1,Missing,2.0,9.0,0,0,0,0,0,0.5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,15.76142084987672
53,3,6100000.0,1500.0,"Madhyamgram, Kolkata",2,2,Missing,2.0,5.0,0,0,0,0,0,7.5,2,1,4,1,1,1,1,1,1,1,1,0,1,0,0,15.623799493077952
54,3,4200000.0,1236.0,"Maheshtala, Kolkata",2,1,East,9.0,15.0,0,0,1,0,0,7.5,2,1,6,1,1,1,1,1,1,0,1,1,1,0,0,15.250595321348806
55,2,9600000.0,926.0,"New Town, Kolkata",2,2,East,5.0,6.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,0,16.077273760604726
56,3,6300000.0,1500.0,"Santragachi, Ramrajatala, Ramrajtala, Howrah",2,2,North-East,1.0,5.0,0,1,1,0,0,3.0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,15.656060350091908
57,2,4000000.0,1030.0,"Baguiati, Kolkata",2,2,Missing,5.0,5.0,0,0,0,0,0,7.5,2,2,5,1,1,1,0,1,1,0,1,1,1,0,0,15.201805169084134
58,2,11500000.0,1075.0,"Alipore, Kolkata",2,1,Missing,7.0,15.0,0,0,0,0,0,12.5,0,2,3,0,1,0,0,1,1,0,0,0,1,0,0,16.257857680289998
60,3,7750000.0,1253.0,"Sodepur, Kolkata North",2,2,West,3.0,21.0,0,0,0,0,0,-0.67,2,0,4,1,1,0,1,0,0,1,1,0,1,0,0,15.86320353036178
61,3,7000000.0,1306.0,"Behala, Kolkata",2,2,East,11.0,12.0,0,1,0,0,0,3.0,2,1,6,1,0,0,0,0,0,0,1,1,1,0,0,15.76142084987672
62,2,9200000.0,1291.0,"Santragachi, Howrah",2,1,South,5.0,10.0,1,1,1,0,0,3.0,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,16.034714150714915
63,3,15600000.0,2113.0,"Action Area 3, Kolkata",4,2,North-East,11.0,28.0,0,0,0,1,0,7.5,2,2,7,1,1,1,0,1,1,1,1,1,1,0,0,16.562781536322326
64,2,3050000.0,764.0,"Nager Bazar, Jessore Road",2,1,Missing,2.0,5.0,0,0,0,0,0,7.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.930652476452392
65,3,11000000.0,980.0,"BB Block Sector 1 Salt Lake, Kolkata",2,2,South-West,2.0,4.0,0,0,0,0,0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.213405921671733
66,3,5715000.0,1270.0,"Nayabad, Kolkata",2,1,South-West,3.0,3.0,0,0,1,0,0,7.5,1,2,0,1,0,1,0,1,1,0,0,0,0,0,0,15.55860503018916
67,1,4700000.0,550.0,"Lake Market, Sarat Bose Road",1,0,East,1.0,3.0,0,0,0,0,0,12.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,15.363073279446223
68,3,8000000.0,1000.0,"Manicktala, Kolkata North",2,1,Missing,2.0,4.0,0,0,0,0,0,7.5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15.894952224644102
69,2,2650000.0,712.0,"BataNagar, Kolkata",2,1,South,8.0,14.0,0,0,0,0,0,7.5,2,2,2,1,1,1,1,1,1,1,1,0,1,0,0,14.790070575320824
70,2,5500000.0,850.0,"Mahamayatala, Garia",2,1,East,3.0,4.0,0,0,0,0,0,7.5,1,2,0,1,1,1,0,1,1,1,1,0,0,0,0,15.520258832020865
71,2,3500000.0,750.0,"Bara Nagar, Kolkata",2,1,West,2.0,3.0,0,0,0,0,0,12.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.068273812173887
72,3,7000000.0,1048.0,"Bablatala, Rajarhat",2,1,North,3.0,6.0,0,0,0,0,0,7.5,2,2,0,1,1,1,0,1,1,0,1,0,0,0,0,15.76142084987672
73,3,6000000.0,1750.0,"Sodepur, Kolkata North",3,2,South,4.0,4.0,0,0,1,0,0,12.5,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,15.607270193858982
74,2,5100000.0,880.0,"Garia, Kolkata",2,1,South,2.0,5.0,0,0,0,0,0,12.5,0,1,5,1,1,0,1,1,1,1,1,0,1,0,0,15.444751293772967
75,4,16000000.0,1995.0,"New Town, Kolkata",3,1,North-East,6.0,6.0,0,0,0,1,0,7.5,2,2,6,1,1,1,1,1,1,1,1,1,1,0,0,16.588099342704055
76,2,2700000.0,720.0,"Biren Roy Road, Kolkata",2,1,South,2.0,3.0,0,0,0,0,0,3.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,14.80876270134486
77,3,7000000.0,1050.0,"Haltu, Kolkata",3,1,South-East,1.0,4.0,0,0,0,0,0,12.5,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,15.76142084987672
78,2,3600000.0,850.0,"Behala, Kolkata",2,1,West,2.0,4.0,1,0,0,0,0,7.5,2,2,2,1,0,1,1,0,0,0,0,1,0,0,0,15.096444681204078
79,2,3400000.0,720.0,"Bangur, Lake Town",2,1,Missing,3.0,5.0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.039286283703994
80,2,4600000.0,905.0,"Narendrapur, Kolkata",2,1,Missing,1.0,5.0,0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.341567078850604
81,2,5200000.0,897.0,"Rajarhat, Kolkata",2,0,West,12.0,12.0,0,0,0,0,0,7.5,0,2,3,1,1,1,1,1,0,1,1,0,1,0,0,15.46416937585933
82,3,6200000.0,900.0,"Action Area 3, Kolkata",2,1,East,1.0,14.0,0,0,0,0,0,7.5,0,2,5,1,1,1,1,1,1,0,1,1,1,0,0,15.64006001130563
83,2,8000000.0,970.0,"New Town, Kolkata",2,1,Missing,4.0,4.0,0,0,0,0,0,3.0,2,2,4,1,0,0,0,0,1,0,1,0,1,0,0,15.894952224644102
84,2,4000000.0,750.0,"Rajarhat, Kolkata",2,1,North-East,4.0,4.0,0,0,0,0,0,3.0,1,2,5,1,1,1,1,1,1,1,1,1,1,0,0,15.201805169084134
85,2,4850000.0,950.0,"Sakher Bazar, Barisha",2,1,North,2.0,4.0,0,0,0,0,0,7.5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15.394489469099211
86,3,5100000.0,1220.0,"Dum Dum Cantt, South Dumdum",2,2,West,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,15.444751293772967
87,3,8000000.0,1215.0,"Joka, Kolkata South",2,1,Missing,6.0,11.0,0,0,0,0,0,3.0,2,0,5,1,1,0,0,0,0,1,0,1,1,0,0,15.894952224644102
88,3,8000000.0,1790.0,"Maheshtala, Kolkata",3,3,South-East,8.0,28.0,0,0,0,0,0,3.0,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,15.894952224644102
89,3,7500000.0,1353.0,"Char Park, Kolkata",2,1,South-East,1.0,5.0,0,0,0,0,0,3.0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,15.830413711839864
90,2,2500000.0,840.0,"Chsurah, Hooghly",2,1,East,3.0,3.0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14.731801689838349
91,2,3000000.0,900.0,"Dum Dum, Kolkata",1,1,Missing,3.0,4.0,0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.914123179965662
92,3,5400000.0,1274.0,"Barrackpore, Kolkata",2,2,Missing,2.0,4.0,0,0,0,0,0,3.0,2,2,7,1,0,1,1,1,1,1,1,1,1,0,0,15.501909696719672
93,3,19000000.0,2079.0,"Garia, Kolkata",3,2,Missing,7.0,18.0,0,0,0,1,0,12.5,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,16.759949589762293
94,2,14000000.0,1235.0,"Ballygunge, Kolkata",2,1,North,2.0,5.0,0,0,0,0,0,3.0,2,1,4,1,1,1,0,1,0,0,1,0,0,0,0,16.454567959008102
95,2,3000000.0,876.0,"Daksh Jagatdal, Narendrapur",2,1,Missing,2.0,3.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.914123179965662
96,3,13000000.0,1660.0,"Bablatala, Rajarhat",2,1,North,6.0,12.0,0,0,0,1,0,7.5,1,2,5,1,1,1,1,1,1,1,1,0,1,0,0,16.380459992348886
97,2,4000000.0,1010.0,"Narendrapur, Kolkata",2,1,North-East,2.0,4.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,1,1,0,1,0,0,15.201805169084134
98,2,3000000.0,780.0,"Baguiati, Kolkata",1,0,Missing,,,0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.914123179965662
99,2,2000000.0,712.0,"Maheshtala, Kolkata",2,1,East,11.0,14.0,0,1,0,0,0,3.0,1,1,4,1,1,1,1,1,0,1,1,1,1,0,0,14.508658238524095
100,3,8000000.0,1245.0,"Dum Dum, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,12.5,2,0,5,1,1,1,0,1,0,0,1,1,1,0,0,15.894952224644102
101,2,2300000.0,759.0,"Madhyamgram, Kolkata",2,1,West,,,0,0,0,0,0,0.5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,14.648420115681892
102,2,3825000.0,850.0,"Jagacha, Howrah",2,1,Missing,2.0,4.0,0,0,1,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.157069286680647
103,3,6200000.0,1057.0,"Rajarhat, Kolkata",2,2,North-East,2.0,4.0,0,0,0,0,0,7.5,2,2,6,1,1,0,1,1,1,1,1,1,1,0,1,15.64006001130563
104,3,6500000.0,1220.0,"EM Bypass, Kolkata South",2,1,South-West,3.0,3.0,0,0,0,0,0,12.5,2,1,4,1,0,1,0,1,0,1,0,1,0,0,0,15.687312888712007
105,3,29000000.0,1677.0,"Mukundapur, Kolkata",3,2,East,20.0,46.0,0,0,0,0,0,0.5,0,0,2,1,1,1,1,1,1,1,1,0,1,0,0,17.182806422433504
106,2,2300000.0,840.0,"Sheoraphuli, Hooghly",2,1,North-East,1.0,5.0,0,0,0,0,0,7.5,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,14.648420115681892
107,3,6400000.0,1223.0,"Rajarhat, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,7.5,2,0,4,0,0,0,0,0,0,0,0,1,1,0,0,15.671808704579888
108,3,8000000.0,1245.0,"Dum Dum, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,12.5,0,0,4,1,1,0,0,0,0,0,1,0,1,0,0,15.894952224644102
109,3,33000000.0,2081.0,"Mukundapur, Kolkata",4,2,Missing,34.0,46.0,0,0,0,0,0,0.5,2,0,3,1,0,0,1,0,0,1,1,0,1,0,0,17.312018149733785
110,2,3900000.0,920.0,"Madhyamgram, Kolkata",2,1,North,3.0,4.0,0,0,0,0,0,-0.5,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,15.176487367510099
111,4,13000000.0,1750.0,"Garia, Kolkata",3,2,South,,,0,0,0,0,0,0.5,2,0,2,1,0,0,0,0,0,1,1,0,1,0,0,16.380459992348886
112,2,8600000.0,680.0,"EM Bypass, Kolkata South",2,1,South-East,11.0,18.0,0,0,0,0,0,0.5,0,0,3,1,1,1,1,1,1,1,1,0,1,0,0,15.967272877502799
113,2,9000000.0,954.0,"Rajarhat, Kolkata",2,1,Missing,22.0,23.0,0,0,0,0,0,0.5,1,0,3,1,0,0,1,1,1,0,0,0,1,0,0,16.012735246411598
114,2,11500000.0,1068.0,"Tollygunge Phari, Kolkata",2,1,North,4.0,16.0,0,0,0,0,0,12.5,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,16.257857680289998
115,3,4700000.0,1120.0,"Garia, Kolkata",2,1,East,1.0,8.0,0,0,0,0,0,3.0,2,0,4,1,1,1,0,1,0,1,1,0,1,0,0,15.363073279446223
116,2,4000000.0,805.0,"Garia, Kolkata",2,1,North-West,4.0,4.0,0,0,0,0,0,7.5,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,15.201805169084134
117,3,30000000.0,2400.0,"Ashoka Road, Alipore",3,2,North,1.0,4.0,0,1,0,0,0,12.5,2,1,3,1,0,1,1,1,0,0,0,1,0,0,0,17.216707972959764
118,2,5500000.0,831.0,"Rajarhat, Kolkata",2,1,South,10.0,13.0,0,0,0,0,0,7.5,2,0,2,1,0,0,0,0,1,0,1,1,1,0,0,15.520258832020865
119,2,14900000.0,1350.0,"Ballygunge Place, Kolkata",2,1,Missing,2.0,11.0,0,0,0,0,0,12.5,2,2,4,1,0,1,1,1,0,0,0,1,0,0,0,16.51687183802978
120,2,8000000.0,830.0,"Chetla, Kolkata",2,1,South,1.0,4.0,0,0,0,0,0,12.5,2,2,0,1,0,1,0,1,0,0,0,0,0,0,0,15.894952224644102
121,4,20000000.0,2000.0,"Ballygunge, Kolkata",4,3,North,1.0,10.0,0,0,0,0,0,12.5,2,2,3,0,1,0,0,1,0,0,0,0,0,0,0,16.811242881518265
122,3,6000000.0,1227.0,"Nayabad, Kolkata",2,1,South-East,3.0,4.0,0,0,0,0,0,3.0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,15.607270193858982
123,3,6200000.0,1277.0,"Madhyamgram, Kolkata",2,1,North-West,4.0,7.0,0,0,0,0,0,3.0,2,0,3,1,1,1,0,1,1,1,0,0,1,0,0,15.64006001130563
124,2,4200000.0,1058.0,"Bablatala, Rajarhat",2,2,East,5.0,27.0,0,0,0,0,0,12.5,2,1,5,1,0,0,0,0,0,1,1,0,1,0,0,15.250595321348806
125,2,12900000.0,700.0,"Tollygunge, Kolkata",2,1,Missing,17.0,17.0,0,0,0,0,0,0.5,1,2,6,1,1,1,1,1,1,1,1,1,1,0,0,16.372737946851277
126,3,22000000.0,1100.0,"New Alipore, Kolkata",3,2,Missing,9.0,12.0,0,0,0,0,0,0.5,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,16.906553056777135
127,2,9500000.0,1148.0,"Sarat Ghosh Garden, Southern Avenue",2,1,South,4.0,4.0,0,0,0,0,0,12.5,2,2,1,1,1,1,0,1,0,0,0,1,0,0,0,16.066802461833923
128,2,2500000.0,796.0,"Bhatrapally, Barasat",2,1,South,3.0,3.0,0,0,0,0,0,12.5,2,0,2,1,0,1,0,1,1,0,0,0,1,0,0,14.731801689838349
129,4,62400000.0,3200.0,"Park Street, Kolkata",4,0,East,5.0,10.0,0,0,1,1,0,12.5,2,2,2,1,0,1,1,1,1,0,0,0,0,0,0,17.949075849365297
130,3,5500000.0,1051.0,"Purba Sthi, Kolkata",2,1,Missing,2.0,7.0,0,0,0,0,0,0.5,2,0,2,1,1,1,0,0,0,0,0,1,0,0,0,15.520258832020865
131,4,11500000.0,1817.0,"Belgharia, BT Road",3,1,South-East,11.0,13.0,0,0,0,0,0,7.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.257857680289998
132,3,10000000.0,1330.0,"Joka, Kolkata South",2,1,Missing,4.0,5.0,0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.118095750958314
133,3,5900000.0,1124.0,"Rajarhat, Kolkata",2,2,North,2.0,6.0,0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,0,1,1,1,1,0,0,15.59046307836746
134,3,10000000.0,1495.0,"Tollygunge, Kolkata",2,1,Missing,3.0,4.0,0,0,1,0,0,12.5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,16.118095750958314
135,3,5800000.0,1200.0,"226 Nayabad Avenue, Kolkata South",2,1,South-East,4.0,4.0,0,0,0,0,0,7.5,2,1,0,1,0,1,1,1,1,0,0,0,0,0,0,15.573368647930426
136,3,10500000.0,1355.0,"Rajarhat, Kolkata",2,1,North,9.0,10.0,0,0,0,0,0,0.5,2,2,3,1,0,0,0,0,0,1,1,0,1,0,0,16.166885910365842
137,3,6500000.0,1314.0,"Rajarhat, Kolkata",2,2,North,4.0,5.0,0,0,0,0,0,3.0,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,15.687312888712007
138,3,4500000.0,1277.0,"Bhadrakali, Uttarpara",2,1,South-West,3.0,3.0,0,0,0,0,0,12.5,2,0,1,1,1,1,0,1,1,0,0,1,0,0,0,15.319588176962746
139,3,4800000.0,1524.0,"Maheshtala, Kolkata",3,1,West,12.0,15.0,0,0,0,0,0,7.5,1,0,4,1,1,1,0,0,1,0,1,0,1,0,0,15.38412668421143
140,3,8500000.0,1355.0,"Rajarhat, Kolkata",2,1,North-East,9.0,10.0,0,0,0,0,0,0.5,2,1,3,1,1,1,1,1,0,1,1,0,1,0,0,15.955576839107596
141,3,5000000.0,1300.0,"Rajarhat, Kolkata",2,2,Missing,5.0,5.0,0,0,0,0,0,3.0,0,0,2,1,0,1,0,1,1,1,1,0,1,1,0,15.424948670398354
142,3,18000000.0,1750.0,"Tangra, Kolkata",3,1,North-East,9.0,13.0,0,0,0,0,0,7.5,1,2,2,1,1,0,1,0,0,1,0,0,1,0,0,16.705882371415992
143,2,4000000.0,750.0,"Jatdas Nagar, BT Road",2,1,East,1.0,2.0,0,0,0,0,0,7.5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.201805169084134
144,3,12000000.0,1644.0,"Patuli, EM Bypass",2,1,North-West,7.0,9.0,0,0,0,0,0,12.5,2,1,5,1,1,1,1,1,0,0,1,1,0,0,0,16.300417291085605
145,3,7500000.0,1300.0,"Behala, Kolkata",2,2,South,1.0,4.0,0,0,0,0,0,12.5,0,2,0,1,0,1,1,1,0,0,0,0,0,0,0,15.830413711839864
146,5,10000000.0,2081.0,"Desh Bandhu Nagar, Baguiati",2,2,Missing,4.0,4.0,0,0,0,0,0,12.5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,16.118095750958314
147,4,31000000.0,2017.0,"Tangra, Kolkata",3,2,South,23.0,26.0,0,0,0,1,0,3.0,2,2,2,1,0,0,0,0,0,1,1,0,1,0,0,17.249497794707484
148,2,8500000.0,1316.0,"Tollygunge, Kolkata",2,1,South,6.0,12.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,0,1,0,1,0,0,15.955576839107596
149,2,5700000.0,792.0,"New Town, Kolkata",2,3,Missing,1.0,5.0,0,0,0,0,0,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.555976908243359
150,3,13500000.0,1475.0,"New Town, Kolkata",2,1,South,17.0,25.0,0,0,0,0,0,0.5,2,0,2,1,1,1,0,1,1,1,1,0,1,0,0,16.41820031748273
151,2,4500000.0,1100.0,"Botanical Garden Area, Howrah",2,1,Missing,4.0,4.0,0,0,0,0,0,12.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15.319588176962746
152,3,8500000.0,1220.0,"Jadavpur, Kolkata",2,1,Missing,4.0,4.0,0,0,0,0,0,3.0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,15.955576839107596
153,3,8500000.0,1565.0,"Muchipara, Kolkata",3,3,South-East,3.0,4.0,0,0,0,0,0,7.5,2,2,2,1,1,1,1,1,0,0,0,1,0,0,0,15.955576839107596
154,2,7400000.0,1090.0,"EM Bypass, Kolkata South",2,1,Missing,4.0,11.0,0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.816990693309524
155,3,6000000.0,1119.0,"Uttarpara, Hooghly",2,2,South,11.0,14.0,0,0,0,0,0,-0.75,2,0,8,1,1,1,0,1,1,1,1,1,1,0,0,15.607270193858982
156,2,3779999.9999999995,700.0,"Bally, Howrah",1,1,South,4.0,4.0,0,0,0,0,0,7.5,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,15.145234832146
157,2,3700000.0,750.0,"Naktala, Garia",2,1,South-East,2.0,3.0,0,0,0,0,0,7.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,15.123843647884687
158,2,5800000.0,638.0,"Rajarhat, Kolkata",2,1,Missing,11.0,27.0,0,0,0,0,0,-1.5,0,0,2,1,0,0,0,0,0,1,1,0,1,0,0,15.573368647930426
159,3,7500000.0,1384.0,"A Block Lake Town, Kolkata",2,2,East,4.0,4.0,0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.830413711839864
160,3,9800000.0,830.0,"Dum Dum, Kolkata",2,2,North-East,1.0,13.0,0,0,0,0,0,0.5,0,0,6,1,1,1,1,1,1,1,1,1,1,0,0,16.097893045681612
161,2,11200000.000000002,1202.0,"Kadapara, Kankurgachi",2,1,Missing,7.0,7.0,0,0,0,0,0,12.5,2,2,3,1,0,1,0,0,1,0,1,1,1,0,0,16.231424425551033
162,4,8800000.0,3200.0,"Joka, Kolkata South",4,1,South,2.0,2.0,0,0,1,1,0,12.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,15.990262393084793
163,2,4500000.0,831.0,"Behala, Kolkata",2,0,East,4.0,5.0,0,0,0,0,0,12.5,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,15.319588176962746
164,2,4300000.0,1158.0,"Netaji Nagar, Kolkata, Kolkata South",2,0,Missing,2.0,6.0,0,0,0,0,0,12.5,2,0,2,1,0,1,0,1,0,1,0,0,0,0,0,15.274125813221904
165,2,3000000.0,736.0,"Hanskhali Pool, Howrah",2,1,East,5.0,10.0,0,0,0,0,0,7.5,2,2,2,1,0,1,0,1,1,1,0,0,0,0,0,14.914123179965662
166,2,2600000.0,680.0,"Baishali Park, Brahmapur, Kolkata",1,0,South,1.0,3.0,0,0,0,0,0,0.5,0,0,2,0,0,1,1,0,0,0,0,1,0,0,0,14.77102238760702
167,3,3500000.0,1114.0,"Jhorehat, Duillya, Howrah",2,1,South,2.0,5.0,0,0,0,0,0,3.0,2,1,2,1,1,1,0,1,1,0,1,1,1,0,0,15.068273812173887
168,3,7200000.0,1124.0,"Madurdaha, EM Bypass, Kolkata South",2,1,South-East,2.0,3.0,0,0,0,0,0,12.5,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,15.789591722875162
169,3,5600000.0,1116.0,"Chsurah, Hooghly",2,1,South-West,2.0,5.0,0,0,0,0,0,3.0,2,2,3,1,1,1,0,1,0,1,0,1,0,0,0,15.53827733427679
170,2,8200000.0,954.0,"Majarhati, New Town",2,1,South-East,14.0,23.0,0,0,0,0,0,0.5,1,0,3,1,1,1,1,1,1,1,1,1,1,0,0,15.919644834185693
171,3,4700000.0,1015.0,"Kestopur, Kolkata",2,1,West,3.0,4.0,0,0,1,0,0,3.0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,15.363073279446223
172,2,7000000.0,650.0,"Northern Avenue, BT Road",2,1,Missing,2.0,4.0,0,0,0,0,0,12.5,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,15.76142084987672
173,3,7800000.0,792.0,"Joka, Kolkata South",3,2,Missing,12.0,14.0,0,0,0,0,0,0.5,0,0,3,1,1,1,0,1,1,1,1,0,1,0,0,15.86963441986494
174,2,3400000.0,774.0,"Rajarhat, Kolkata",2,1,Missing,4.0,5.0,0,0,0,0,0,3.0,1,2,1,1,0,0,1,0,0,1,1,0,1,0,0,15.039286283703994
175,3,7770999.999999999,1274.0,"Madurdaha, EM Bypass, Kolkata South",2,1,Missing,2.0,2.0,0,0,0,0,0,7.5,2,0,1,1,1,1,1,1,0,1,0,0,0,0,0,15.865909542874938
176,2,3800000.0,970.0,"RK Pally, Narendrapur",2,1,Missing,2.0,3.0,0,0,0,0,0,12.5,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,15.150511887854474
177,3,11000000.0,1490.0,"Bosepukur, Kasba",2,1,South,3.0,3.0,0,0,0,0,0,12.5,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,16.213405921671733
178,2,2500000.0,592.0,"Khardah, BT Road",1,1,Missing,,,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.731801689838349
179,2,9000000.0,1118.0,"EM Bypass, Kolkata South",2,0,East,2.0,17.0,0,0,1,0,0,3.0,2,0,5,1,1,1,0,1,1,1,1,1,1,0,0,16.012735246411598
180,3,12500000.0,1809.0,"Action Area 3, Kolkata",3,2,North-East,25.0,29.0,0,0,0,0,0,7.5,2,1,6,1,1,1,1,1,1,1,1,1,1,0,0,16.341239282272525
181,4,32000000.0,3390.0,"New Town, Kolkata",4,1,West,17.0,18.0,0,0,1,1,0,12.5,1,2,3,1,1,1,1,1,1,1,1,0,1,0,0,17.281246492014
182,2,2600000.0,740.0,"Maheshtala, Kolkata",2,1,Missing,9.0,14.0,0,0,0,0,0,3.0,1,0,3,1,0,0,0,0,0,1,1,0,1,0,0,14.77102238760702
183,3,5500000.0,1250.0,"Salua, New Town",2,1,South-East,2.0,5.0,0,0,0,0,0,3.0,2,0,0,1,0,1,0,1,1,1,0,0,0,0,0,15.520258832020865
