Unnamed: 0,BHK,Price,Area,Location,Bathrooms,Balcony,Facing,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Others_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,LogPrice,Latitude,Longitude
857,3,9046000.0,1350.0,"Adarsha Nagar, Kolkata",2,1,East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,16.017833339566018,22.5003756,88.3750985
858,3,8800000.0,1244.0,"Action Area 1, Kolkata",2,1,West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.990262393084793,22.5743093,88.4558557
859,3,12000000.0,1700.0,"Action Area 1, Kolkata",2,2,South,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,16.300417291085605,22.5743093,88.4558557
860,3,4410000.0,1050.0,"Nayabad, South 24 Parganas",2,1,Missing,2.0,4.0,1,1,0,0,0,-0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.299385474180372,22.477646,88.4399813
861,2,4805000.0,1001.0,"Char Park, Kolkata",2,1,North,1.0,6.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,0,0,0,0,1,1,0,0,15.385167808503054,22.578579,88.3551327
862,3,5900000.0,1160.0,"Sodepur, Kolkata North",2,2,North-East,5.0,19.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,0,1,0,0,15.59046307836746,22.7001796,88.3791567
863,3,5851000.0,1245.0,"Nayabad, South 24 Parganas",2,1,South-East,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,15.582123315681311,22.477646,88.4399813
864,4,8970000.0,1795.0,"Kalikapur, Kolkata",3,2,West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,16.009396345517693,22.5053017,88.4009957
865,2,2750000.0,720.0,"Rajarhat, North 24 Parganas",1,1,East,1.0,3.0,0,0,0,0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.827111833279051,22.6286173,88.44061
866,3,10600000.0,1450.0,"Action Area 1, Kolkata",2,2,North-East,1.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,0,1,0,1,0,0,0,0,16.176364653421913,22.5743093,88.4558557
867,2,3556000.0,1016.0,"Barrackpur-II, North 24 Parganas",2,1,South-West,5.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.08414715683074,22.9453159,88.4597926
868,3,12500000.0,1720.0,"Action Area 1, Kolkata",3,1,South,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16.341239282272525,22.5743093,88.4558557
869,3,7200000.0,1511.0,"Uttarpara, Hooghly",2,1,North,1.0,7.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.789591722875162,22.6670459,88.3411458
870,3,3800000.0,1357.0,"Hind Motor, Uttarpara",2,1,South-West,1.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,1,1,0,0,0,15.150511887854474,22.6836507,88.3417989
871,3,8200000.0,1250.0,"Action Area 1, Kolkata",2,1,North-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,1,1,0,0,0,0,15.919644834185693,22.5743093,88.4558557
872,1,4100000.0,780.0,Rajarhat,2,1,North-West,4.0,6.0,0,0,0,0,0,7.5,1,2,4,1,1,0,1,0,0,0,1,0,1,0,0,15.226497775576943,25.7967438,89.5446589
873,2,5500000.0,931.0,Kamalgazi,2,1,South,4.0,4.0,0,0,0,0,0,7.5,2,0,4,1,1,0,0,0,0,1,1,0,1,0,0,15.520258832020865,22.4495236,88.3955392
874,3,7000000.0,1181.0,"Action Area 2, Kolkata",2,1,South,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.76142084987672,22.6202131,88.4681187
875,2,2974000.0,826.0,"Barrackpur-II, North 24 Parganas",2,1,North-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,14.905418742249658,22.9453159,88.4597926
876,3,10700000.0,1261.0,"New Town, Kolkata",3,1,South-West,3.0,12.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,16.185754392890075,22.5959131,88.4878653
877,3,3732000.0,1357.0,"Konnagar, Hooghly",2,1,South-East,4.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,0,0,0,0,15.132455108902176,22.69972,88.3519784
878,3,2750000.0,1000.0,"Konnagar, Hooghly",2,1,West,4.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.827111833279051,22.69972,88.3519784
879,2,2558000.0,930.0,"Konnagar, Hooghly",2,1,North-West,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.754736652051262,22.69972,88.3519784
880,2,2382000.0,866.0,"Konnagar, Hooghly",2,1,West,3.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.683451448712576,22.69972,88.3519784
881,2,2247000.0,817.0,"Konnagar, Hooghly",2,1,South,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.625106996205195,22.69972,88.3519784
882,2,2142000.0,779.0,"Konnagar, Hooghly",2,1,South-West,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,1,1,0,0,0,14.57725099684313,22.69972,88.3519784
883,3,2802000.0,1019.0,"Konnagar, Hooghly",2,1,South-East,1.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,1,1,0,0,0,14.845844362766965,22.69972,88.3519784
884,3,2699000.0,1038.0,"Konnagar, Hooghly",2,2,North-East,1.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.808392262507668,22.69972,88.3519784
885,2,2145000.0,825.0,"Konnagar, Hooghly",2,1,West,3.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.578650576544613,22.69972,88.3519784
886,3,2223000.0,855.0,"Konnagar, Hooghly",2,1,East,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.614368642788788,22.69972,88.3519784
887,3,2808000.0,1080.0,"Konnagar, Hooghly",2,1,North,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,1,0,0,0,14.847983400253131,22.69972,88.3519784
888,2,1925000.0,550.0,"Hind Motor, Uttarpara",1,1,South-East,2.0,4.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.470437045184406,22.6836507,88.3417989
889,3,3500000.0,1000.0,"Hind Motor, Uttarpara",2,1,South-East,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.068273812173889,22.6836507,88.3417989
890,3,2684000.0,976.0,"Bhadrakali, Uttarpara",2,1,South-East,,,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.802819149651882,22.6743641,88.3432884
891,2,2760000.0,920.0,"Bhadrakali, Uttarpara",2,1,North,3.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.830741600012107,22.6743641,88.3432884
892,3,8500000.0,1373.0,"Uttarpara, Hooghly",2,1,South,7.0,11.0,0,0,0,0,0,3.0,2,0,5,1,1,1,0,1,1,1,1,1,1,0,0,15.955576839107596,22.6670459,88.3411458
893,2,2991000.0,787.0,Rajarhat,2,1,South-East,2.0,4.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,0,0,0,0,1,1,0,0,14.91111867194837,25.7967438,89.5446589
894,2,4408000.0,1160.0,Rajarhat,2,1,East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.298931856675116,25.7967438,89.5446589
895,2,5800000.0,1025.0,"Uttarpara, Hooghly",2,0,South,4.0,11.0,0,0,0,0,0,3.0,2,1,5,1,1,1,1,1,1,1,1,1,1,0,0,15.573368647930426,22.6670459,88.3411458
896,2,9900000.0,1075.0,"Kalikapur, Kolkata",2,1,North-East,2.0,13.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,1,0,0,16.108045416114916,22.5053017,88.4009957
897,3,4560000.0,1339.0,"Narendrapur, South 24 Parganas",2,2,South,4.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,15.33283340078879,22.4541674,88.4183764
898,2,2300000.0,605.0,"Baranagar, Kolkata",1,1,North-West,3.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,14.648420115681892,22.6380124,88.3958929
899,2,2950000.0,850.0,"Baranagar, Kolkata",2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,14.897316067298997,22.6380124,88.3958929
900,3,7000000.0,1150.0,"Action Area 2, Kolkata",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.76142084987672,22.6202131,88.4681187
901,2,2960000.0,800.0,"Baranagar, Kolkata",1,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,0,0,1,0,0,0,14.900700164138025,22.6380124,88.3958929
902,3,9500000.0,1178.0,"Tangra, Kolkata",3,1,South,3.0,7.0,0,0,1,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.066802461833923,22.5565107,88.3795946
903,3,7600000.0,1176.0,"Kalikapur, Kolkata",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.843658936835498,22.5053017,88.4009957
904,3,5200000.0,1050.0,"Santoshpur, Kolkata",2,1,North-East,1.0,3.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.46416937585933,22.4960484,88.3822296
905,3,4200000.0,1167.0,Rajarhat,2,1,South-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.250595321348806,25.7967438,89.5446589
906,2,4000000.0,890.0,Rajarhat,2,1,South,4.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,15.201805169084134,25.7967438,89.5446589
907,2,4700000.0,1019.0,"Joka, Kolkata South",2,1,North-West,10.0,23.0,0,1,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,15.363073279446224,22.4440966,88.3017146
908,3,4333000.0,1239.0,"Rajarhat, North 24 Parganas",2,1,South,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.281770931509003,22.6286173,88.44061
909,2,3390000.0,945.0,"Rajarhat, North 24 Parganas",2,2,South-East,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,0,1,0,1,1,0,0,0,0,0,0,15.03634077434184,22.6286173,88.44061
910,2,4500000.0,1274.0,"Bishnupur, Kolkata",2,2,South,1.0,4.0,0,0,0,0,0,7.5,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.319588176962746,22.4145089,88.2839351
911,2,3308000.0,945.0,"Rajarhat, North 24 Parganas",2,1,North-East,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.011854637423134,22.6286173,88.44061
912,2,3274000.0,935.0,"Rajarhat, North 24 Parganas",2,2,South,1.0,4.0,0,0,0,0,0,0.5,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,15.001523342349945,22.6286173,88.44061
913,3,4334000.0,1238.0,"Rajarhat, North 24 Parganas",2,1,North-West,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,0,1,1,1,1,0,0,0,0,0,0,15.282001691812148,22.6286173,88.44061
914,3,4333000.0,1238.0,"Rajarhat, North 24 Parganas",2,1,North-West,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.281770931509003,22.6286173,88.44061
915,3,3991000.0,1142.0,"Rajarhat, North 24 Parganas",2,1,South-West,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.199552634594609,22.6286173,88.44061
916,3,3990000.0,1140.0,"Rajarhat, North 24 Parganas",2,1,South-West,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,15.19930203949258,22.6286173,88.44061
917,2,3272999.9999999995,935.0,"Rajarhat, North 24 Parganas",2,2,South,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.001217859013366,22.6286173,88.44061
918,2,2876000.0,821.0,"Rajarhat, North 24 Parganas",2,1,North,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,14.87191134552816,22.6286173,88.44061
919,2,2870000.0,820.0,"Rajarhat, North 24 Parganas",2,1,North,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,14.869822936167798,22.6286173,88.44061
920,3,4505000.0,1274.0,"Bishnupur, Kolkata",2,2,South,1.0,4.0,0,0,0,0,0,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,15.320698671000134,22.4145089,88.2839351
921,2,3000000.0,850.0,"Bishnupur, Kolkata",2,1,East,2.0,4.0,0,0,0,0,0,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,14.914123179965662,22.4145089,88.2839351
922,2,4330000.0,980.0,"Rajarhat, North 24 Parganas",2,1,North-West,1.0,11.0,0,0,0,0,0,3.0,2,0,3,1,1,1,0,1,0,1,1,0,1,0,0,15.281078330925528,22.6286173,88.44061
923,2,4500000.0,928.0,"Rajarhat, North 24 Parganas",2,1,South-West,3.0,11.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.319588176962746,22.6286173,88.44061
924,2,6500000.0,1050.0,"Action Area 1, Kolkata",2,1,South-East,4.0,4.0,0,0,0,0,0,3.0,2,2,0,1,1,1,1,0,1,1,1,0,0,0,0,15.687312888712007,22.5743093,88.4558557
925,2,3272000.0,935.0,"Rajarhat, North 24 Parganas",2,2,North-East,3.0,5.0,0,0,0,0,0,0.5,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,15.0009122823282,22.6286173,88.44061
926,2,3220000.0000000005,920.0,"Rajarhat, North 24 Parganas",2,1,North-East,4.0,5.0,0,0,1,0,0,0.5,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,14.984892228079548,22.6286173,88.44061
927,3,4333000.0,1238.0,"Rajarhat, North 24 Parganas",2,1,North-West,3.0,5.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,15.281770931509003,22.6286173,88.44061
928,2,3339000.0,954.0,"Rajarhat, North 24 Parganas",2,2,South-East,3.0,5.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,0,0,0,1,0,0,0,15.021182218416612,22.6286173,88.44061
929,3,7700000.0,1432.0,"Fartabad, Garia",3,1,South-East,3.0,4.0,0,0,0,0,0,7.5,0,0,4,1,1,1,0,1,0,1,1,1,1,0,0,15.856731016694036,22.4662345,88.4025921
930,3,5496000.0,1145.0,Rajarhat,2,1,South-East,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,15.519531294834817,25.7967438,89.5446589
931,2,4800000.0,700.0,"Action Area 1, Kolkata",2,0,South-East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,0,0,1,0,0,0,0,15.38412668421143,22.5743093,88.4558557
932,3,9500000.0,1470.0,"Action Area 2B, New Town",2,2,East,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,1,0,1,1,1,0,0,0,0,16.066802461833923,22.6129078,88.4665536
933,3,11000000.0,1293.0,Rajarhat,2,2,South-East,5.0,13.0,0,0,0,0,0,0.5,2,0,12,1,1,1,1,1,1,1,1,1,1,0,0,16.213405921671733,25.7967438,89.5446589
934,2,4000000.0,884.0,"Mahesh, Serampore, Hooghly",2,1,North-East,12.0,24.0,0,0,0,0,0,3.0,2,0,4,1,0,0,1,0,0,1,1,0,1,0,0,15.201805169084134,22.7348814,88.3510816
935,2,4200000.0,936.0,"Garia, Kolkata",2,1,Missing,,,0,0,0,0,0,7.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.250595321348806,22.4727076,88.3977962
936,2,2260000.0,868.0,"Hridaypur, North 24 Parganas",2,1,South-East,3.0,3.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.630875813726249,22.7109969,88.4699989
937,3,11500000.0,1512.0,Rajarhat,2,1,South-East,4.0,8.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.257857680289998,25.7967438,89.5446589
938,3,5600000.0,1185.0,"Rajarhat, North 24 Parganas",2,2,North-East,6.0,11.0,0,0,0,0,0,3.0,0,0,3,1,1,0,0,1,1,1,1,0,1,0,0,15.53827733427679,22.6286173,88.44061
939,2,3740000.0,1084.0,"Airport, Dum Dum",2,1,North-West,3.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.13459643677036,13.0479657,77.6452691
940,3,7950000.0,1155.0,"BT Road, North 24 Parganas",2,1,East,11.0,24.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.88868261241667,22.7241945,88.4837829
941,2,3457000.0,804.0,"Dum Dum Cantt, South Dumdum",2,1,West,1.0,5.0,0,0,0,0,0,0.5,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.055912008171871,22.6375838,88.412158
942,2,2350000.0,905.0,"New Barrackpur, North 24 Parganas",2,1,East,4.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.669926311652166,22.679688,88.4498321
943,3,16500000.0,1601.0,"EM Bypass, Kolkata South",3,1,South-East,12.0,18.0,0,0,0,0,0,7.5,2,0,4,1,1,0,0,1,1,1,1,1,1,0,0,16.61887099947687,22.4690721,88.3912838
944,3,9000000.0,1242.0,"CE Block, New Town",2,1,South-West,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,16.012735246411598,22.5758538,88.4586199
945,2,2800000.0,726.0,"Garia, Kolkata",2,1,East,3.0,3.0,0,0,0,0,0,12.5,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,14.845130332288226,22.4727076,88.3977962
946,2,6051000.0,1100.0,"Action Area 2, Kolkata",2,1,North,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,15.615734270866383,22.6202131,88.4681187
947,3,3410000.0,1100.0,"Konnagar, Hooghly",2,1,South-West,5.0,5.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,0,1,0,0,0,15.04222314251479,22.69972,88.3519784
948,3,6100000.0,1050.0,"Santoshpur, South 24 Parganas",2,1,North-East,2.0,3.0,0,0,0,0,0,12.5,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,15.623799493077952,22.5240566,88.2710655
949,3,13000000.0,1660.0,Rajarhat,3,1,East,8.0,8.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.380459992348886,25.7967438,89.5446589
950,3,8000000.0,1396.0,"Santoshpur, South 24 Parganas",2,1,North-East,2.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.894952224644102,22.5240566,88.2710655
951,2,5600000.0,972.0,"Santoshpur, South 24 Parganas",2,1,North-East,1.0,3.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.53827733427679,22.5240566,88.2710655
952,3,7250000.0,1407.0,"Santoshpur, South 24 Parganas",3,1,South-East,2.0,3.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,0,1,0,0,1,0,0,0,15.796512164761882,22.5240566,88.2710655
953,3,9600000.0,1650.0,"Action Area 1, Kolkata",2,1,South-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,16.077273760604726,22.5743093,88.4558557
954,3,7000000.0,1136.0,"EM Bypass, Kolkata South",2,1,North-East,15.0,15.0,0,0,0,0,0,0.5,2,0,8,1,0,1,1,1,1,1,1,1,1,0,0,15.76142084987672,22.4690721,88.3912838
955,2,2330000.0,845.0,"New Barrackpur, North 24 Parganas",2,1,North,2.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.66137925472634,22.679688,88.4498321
956,3,7200000.0,1274.0,"EM Bypass, Kolkata South",2,1,South-East,9.0,15.0,0,0,0,0,0,0.5,2,0,2,1,0,0,1,0,0,1,1,0,1,0,0,15.789591722875162,22.4690721,88.3912838
957,2,2088000.0,696.0,"Jheel Bagan, Kolkata",2,1,North-West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,14.551717706911754,22.6210988,88.3978255
958,2,2871000.0,776.0,"Airport, Dum Dum",2,1,South,5.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14.870171307413834,13.0479657,77.6452691
959,3,4850000.0,1228.0,"Dum Dum Cantt, South Dumdum",2,1,North-East,4.0,6.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,1,0,0,0,0,0,15.394489469099211,22.6375838,88.412158
960,3,3710000.0,1060.0,"Airport, Dum Dum",2,1,North,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.12654270412536,13.0479657,77.6452691
961,2,3649000.0,760.0,"Char Park, Kolkata",2,1,East,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.109963989466232,22.578579,88.3551327
962,2,4130000.0,860.0,"Char Park, Kolkata",2,1,North,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.233788207067937,22.578579,88.3551327
963,2,4082000.0,850.0,"Char Park, Kolkata",2,1,West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.222097867329849,22.578579,88.3551327
964,2,3183000.0,663.0,"Char Park, Kolkata",2,1,East,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.973335020433204,22.578579,88.3551327
965,2,4080000.0,850.0,"Char Park, Kolkata",2,1,West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.221607791478354,22.578579,88.3551327
966,2,3811000.0,794.0,"Dashdrone, Rajarhat",2,1,South,4.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.153402442254285,22.6313786,88.4424235
967,2,3648000.0,760.0,"Char Park, Kolkata",2,1,East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.109689904299128,22.578579,88.3551327
968,2,4128000.0,860.0,"Char Park, Kolkata",2,1,West,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,15.233303828391568,22.578579,88.3551327
969,2,4435000.0,924.0,Rajarhat,2,1,North-East,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,15.305038399204935,25.7967438,89.5446589
970,2,3182000.0,663.0,"Char Park, Kolkata",2,1,South-East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.973020802147577,22.578579,88.3551327
971,2,4138000.000000001,862.0,Rajarhat,2,1,North-East,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,15.235723378950237,25.7967438,89.5446589
972,2,3859000.000000001,804.0,Rajarhat,2,1,North-East,2.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,1,0,0,0,0,15.165918899654214,25.7967438,89.5446589
973,2,4574000.0,953.0,Rajarhat,2,1,North-West,4.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.335898872191862,25.7967438,89.5446589
974,2,4340000.0,904.0,Rajarhat,2,1,South-East,3.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.283385136491308,25.7967438,89.5446589
981,2,3162000.0,832.0,Rajarhat,2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,0,0,14.96671561300704,25.7967438,89.5446589
982,2,3549000.0,934.0,Rajarhat,2,1,South,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,15.082176713398106,25.7967438,89.5446589
983,2,3120000.0,780.0,Rajarhat,2,1,South-East,4.0,5.0,0,0,0,0,0,0.5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,14.953343880298434,25.7967438,89.5446589
984,3,4300000.0,1075.0,Rajarhat,2,1,North-East,4.0,5.0,0,0,0,0,0,0.5,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.274125813221904,25.7967438,89.5446589
985,2,2660000.0,856.0,"Madhyamgram, North 24 Parganas",2,1,South-West,3.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.793837056697662,22.6947839,88.4530183
986,3,11000000.0,1480.0,"New Town, Kolkata",2,2,South-East,3.0,16.0,0,0,0,0,0,3.0,2,0,5,1,1,0,1,0,0,1,1,0,1,0,0,16.213405921671733,22.5959131,88.4878653
987,3,5300000.0,980.0,"Nayabad, South 24 Parganas",2,1,North-West,1.0,4.0,0,0,0,0,0,3.0,2,2,3,1,0,0,0,0,0,0,0,1,0,0,0,15.483217567201578,22.477646,88.4399813
988,2,4600000.0,830.0,"Sodepur, Kolkata North",2,1,South-West,17.0,21.0,0,0,0,0,0,7.5,2,2,4,1,1,0,1,0,0,1,1,0,1,0,0,15.341567078850604,22.7001796,88.3791567
989,2,2150000.0,765.0,Panihati,2,1,South-East,4.0,6.0,0,0,0,0,0,0.5,2,0,0,1,0,1,1,0,1,0,0,0,0,0,0,14.580978865220017,22.6950342,88.4073585
990,2,4680000.0,900.0,"South Dumdum, Kolkata",2,1,South,1.0,6.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0,15.35880888156902,22.6380124,88.3958929
991,3,4800000.0,1174.0,"Narendrapur, South 24 Parganas",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,2,3,1,0,0,0,0,0,1,1,0,1,0,0,15.38412668421143,22.4541674,88.4183764
