Unnamed: 0,BHK,Price,Area,Location,Bathrooms,Balcony,Facing,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Others_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,LogPrice,Latitude,Longitude
451,2,5550000.0,895.0,"Garia, Kolkata",2,1,West,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,15.52930866590278,22.4727076,88.3977962
452,3,5500000.0,1100.0,"Garia, Kolkata",2,1,North-East,1.0,3.0,0,0,0,0,0,3.0,2,0,1,0,0,1,1,1,1,0,0,1,0,0,0,15.520258832020865,22.4727076,88.3977962
453,3,8100000.0,1200.0,"Garia, Kolkata",2,1,South-East,1.0,3.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.90737474309945,22.4727076,88.3977962
454,2,6700000.0,980.0,"Garia, Kolkata",2,1,East,3.0,3.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.717618233614914,22.4727076,88.3977962
455,3,5200000.0,1200.0,"Garia, Kolkata",2,1,North-East,1.0,4.0,0,0,0,0,0,12.5,2,0,2,1,1,1,1,1,1,0,0,1,1,0,0,15.46416937585933,22.4727076,88.3977962
456,3,7600000.0,1680.0,"Garia, Kolkata",2,1,North-East,2.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,15.843658936835498,22.4727076,88.3977962
457,3,5200000.0,1338.0,"Narendrapur, South 24 Parganas",2,1,South-East,1.0,5.0,0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.46416937585933,22.4541674,88.4183764
458,2,5700000.0,1060.0,"Narendrapur, South 24 Parganas",2,1,South,3.0,5.0,0,0,0,0,0,7.5,2,2,3,1,1,1,1,1,1,1,1,1,1,0,0,15.55597690824336,22.4541674,88.4183764
459,3,6800000.0,1280.0,"Fartabad, Garia",2,1,North-East,4.0,4.0,0,0,0,0,0,7.5,2,2,7,1,0,0,0,0,0,1,1,1,1,0,0,15.732433317205148,22.4662345,88.4025921
460,4,5180000.0,1400.0,"Garia, Kolkata",4,2,South-East,1.0,3.0,1,0,0,0,0,3.0,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,15.46031580728584,22.4727076,88.3977962
461,3,6700000.0,1202.0,"Action Area 2, Kolkata",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,15.717618233614914,22.6202131,88.4681187
462,3,8600000.0,1250.0,"Action Area 1, Kolkata",2,1,South-West,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,15.9672728775028,22.5743093,88.4558557
463,3,10300000.0,1341.0,"Action Area 1, Kolkata",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,16.14765455028724,22.5743093,88.4558557
474,3,6919000.0,1193.0,"Kalikapur, Kolkata",2,1,South-West,2.0,3.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,15.749781953010494,22.5053017,88.4009957
475,3,5200000.0,1111.0,"Nayabad, South 24 Parganas",2,1,North-East,3.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.46416937585933,22.477646,88.4399813
477,3,7800000.0,1300.0,"Kalikapur, Kolkata",2,1,South-East,2.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,15.86963441986494,22.5053017,88.4009957
479,3,7041000.0,1214.0,"Santoshpur, South 24 Parganas",2,1,South-East,1.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,15.76726090552654,22.5240566,88.2710655
480,2,2400000.0,600.0,"Bally, Howrah",2,1,South,3.0,4.0,0,0,0,0,0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14.690979711984754,22.6469581,88.343612
481,2,7000000.0,842.0,"BT Road, North 24 Parganas",2,1,South,4.0,24.0,0,0,0,0,0,0.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.76142084987672,22.7241945,88.4837829
482,2,7400000.0,896.0,"BT Road, North 24 Parganas",2,1,North,14.0,24.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,15.816990693309524,22.7241945,88.4837829
483,3,23000000.0,1770.0,"New Town, Kolkata",3,2,North-East,15.0,29.0,0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,16.951004817371683,22.5959131,88.4878653
484,3,16700000.0,2185.0,"New Town, Kolkata",4,3,East,3.0,21.0,0,0,0,1,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,16.630919337267223,22.5959131,88.4878653
485,2,6600000.0,972.0,"Garia, Kolkata",2,1,North-West,4.0,4.0,0,0,0,0,0,7.5,2,2,6,1,1,1,1,1,1,1,1,1,1,0,0,15.702580358511794,22.4727076,88.3977962
486,2,10000000.0,1464.0,"New Town, Kolkata",2,2,North-East,6.0,21.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,16.118095750958314,22.5959131,88.4878653
487,3,7000000.0,1320.0,"Santoshpur, South 24 Parganas",2,2,South-East,1.0,3.0,0,0,0,0,0,3.0,2,2,0,1,1,1,0,0,1,0,0,1,0,0,0,15.76142084987672,22.5240566,88.2710655
488,3,5200000.0,1040.0,"Serampore, Hooghly",2,1,South-East,23.0,26.0,0,0,0,0,0,0.5,2,1,7,1,1,1,1,1,1,1,1,1,1,0,0,15.46416937585933,22.7549951,88.3416672
489,2,5800000.0,1054.0,"Madhyamgram, North 24 Parganas",2,1,South,6.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.573368647930426,22.6947839,88.4530183
490,2,5300000.0,1056.0,"Madhyamgram, North 24 Parganas",2,1,East,6.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.483217567201578,22.6947839,88.4530183
491,2,5300000.0,1023.0,"Madhyamgram, North 24 Parganas",2,1,North,5.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.483217567201578,22.6947839,88.4530183
492,3,4300000.0,1108.0,"Baruipur, South 24 Parganas",2,1,East,2.0,4.0,1,0,0,0,0,0.5,2,0,7,1,1,1,0,1,1,1,1,1,1,0,0,15.274125813221904,22.3606792,88.4322502
493,2,3700000.0,820.0,"Baruipur, South 24 Parganas",2,1,North,2.0,4.0,1,0,0,0,0,3.0,2,0,8,1,1,1,0,0,1,1,1,1,1,0,0,15.123843647884687,22.3606792,88.4322502
494,3,7500000.0,1264.0,"EM Bypass, Kolkata South",2,1,South-East,8.0,15.0,0,0,0,0,0,0.5,2,2,3,1,0,0,1,0,0,1,1,0,1,0,0,15.830413711839864,22.4690721,88.3912838
496,4,30000000.0,4500.0,"EM Bypass, Kolkata South",4,3,North-West,22.0,27.0,0,0,0,0,0,7.5,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,17.216707972959764,22.4690721,88.3912838
497,2,3800000.0,890.0,Rajarhat,2,1,South-West,4.0,5.0,0,0,0,0,0,3.0,0,0,3,1,1,1,0,1,1,1,1,0,1,0,0,15.150511887854474,25.7967438,89.5446589
498,3,6000000.0,1260.0,"EM Bypass, Kolkata South",3,1,South-East,1.0,4.0,0,0,0,0,0,12.5,2,0,4,1,1,0,0,0,0,1,0,1,1,0,0,15.607270193858982,22.4690721,88.3912838
499,2,7200000.0,1105.0,"Kasba, Kolkata",2,1,South,2.0,4.0,0,0,0,0,0,0.5,2,0,5,1,1,1,1,0,1,1,0,1,1,0,0,15.789591722875162,22.5044355,88.3721663
500,3,17000000.0,1479.0,"Tollygunge, Kolkata",2,2,South-East,9.0,17.0,0,0,0,0,0,3.0,1,0,6,1,1,1,1,1,1,1,1,1,1,0,0,16.648723960844016,22.498636,88.3453908
501,3,7900000.0,1567.0,Rajarhat,3,1,West,3.0,7.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.88237344401952,25.7967438,89.5446589
502,3,9500000.0,1250.0,"Char Park, Kolkata",2,2,North-East,4.0,11.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,16.066802461833923,22.578579,88.3551327
503,3,9600000.0,1144.0,"New Town, Kolkata",2,1,South,10.0,12.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,16.077273760604726,22.5959131,88.4878653
504,2,7900000.0,952.0,"BT Road, North 24 Parganas",2,1,East,14.0,25.0,0,0,0,0,0,3.0,2,0,3,1,0,0,1,0,0,1,1,0,1,0,0,15.88237344401952,22.7241945,88.4837829
505,2,4200000.0,1000.0,"BT Road, North 24 Parganas",2,1,South-West,4.0,4.0,0,0,1,0,0,12.5,2,1,3,1,1,0,0,0,1,0,0,1,0,0,0,15.250595321348806,22.7241945,88.4837829
506,3,9500000.0,1480.0,"CE Block, New Town",3,2,South-East,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,16.066802461833923,22.5758538,88.4586199
507,3,10200000.0,1480.0,"Action Area 1, Kolkata",3,3,South-East,4.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,16.13789837629371,22.5743093,88.4558557
508,2,5900000.0,989.0,"Madhyamgram, North 24 Parganas",2,1,North,5.0,6.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,15.59046307836746,22.6947839,88.4530183
509,3,8500000.0,1250.0,"Action Area 1, Kolkata",2,1,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,15.955576839107596,22.5743093,88.4558557
510,2,6300000.0,891.0,"EM Bypass, Kolkata South",2,1,West,2.0,16.0,0,0,0,0,0,3.0,2,0,3,1,1,0,1,1,1,1,1,0,1,0,0,15.656060350091908,22.4690721,88.3912838
511,2,5083000.0,959.0,"Action Area II, New Town",2,1,North-East,4.0,5.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,15.441412393163231,22.6129078,88.4665536
512,3,10000000.0,1300.0,"Lake Town, Kolkata",2,1,Missing,1.0,4.0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.118095750958314,22.6001077,88.4066981
513,2,4500000.0,979.0,"Nayabad, South 24 Parganas",2,1,South-West,2.0,3.0,0,0,0,0,0,3.0,2,0,3,1,1,1,0,0,0,0,0,1,0,0,0,15.319588176962746,22.477646,88.4399813
514,3,11000000.0,1454.0,"EM Bypass, Kolkata South",2,1,West,7.0,20.0,0,0,0,0,0,3.0,2,1,5,1,1,1,1,1,1,1,1,1,1,0,0,16.213405921671733,22.4690721,88.3912838
515,2,3208000.0,867.0,Rajarhat,2,1,North,2.0,4.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,14.981158559689192,25.7967438,89.5446589
516,2,3547999.9999999995,959.0,Rajarhat,2,1,North-East,4.0,4.0,0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,15.081894904260496,25.7967438,89.5446589
517,2,3254999.9999999995,1050.0,Panihati,2,1,South-East,1.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.99570314084442,22.6950342,88.4073585
518,2,3013000.0,837.0,"Airport, Dum Dum",2,1,South-East,5.0,5.0,0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.918447150007504,13.0479657,77.6452691
519,3,11500000.0,1264.0,"EM Bypass, Kolkata South",3,1,South-East,14.0,27.0,0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,1,0,16.257857680289998,22.4690721,88.3912838
520,2,2800000.0,730.0,"Behala Chowrasta, Kolkata",2,1,Missing,3.0,3.0,0,0,0,0,0,12.5,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,14.845130332288226,22.4873548,88.3133794
521,3,7547000.0,1424.0,"Narendrapur, South 24 Parganas",2,1,South,7.0,20.0,1,0,0,0,0,3.0,2,0,4,1,1,0,0,0,0,1,1,0,1,0,0,15.83666082376998,22.4541674,88.4183764
522,3,7120000.0,1424.0,"Narendrapur, South 24 Parganas",2,1,South-West,7.0,19.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.778418423837588,22.4541674,88.4183764
523,3,6888000.0,1379.0,"Narendrapur, South 24 Parganas",2,2,South-East,13.0,19.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.745291470269716,22.4541674,88.4183764
524,2,5858000.0,1011.0,"Narendrapur, South 24 Parganas",2,1,South-East,9.0,9.0,0,0,0,0,0,3.0,2,0,4,1,1,0,0,1,1,0,0,1,0,0,0,15.583318977076528,22.4541674,88.4183764
525,3,6500000.0,1049.0,"Nayabad, South 24 Parganas",2,1,North-East,4.0,4.0,0,0,0,0,0,0.5,2,0,3,1,0,0,0,0,0,1,1,1,1,0,0,15.687312888712007,22.477646,88.4399813
526,3,6000000.0,1223.0,"Nayabad, South 24 Parganas",3,1,South-West,2.0,3.0,0,0,0,0,0,3.0,2,0,2,1,1,0,0,0,0,1,0,1,0,0,0,15.607270193858982,22.477646,88.4399813
527,3,8600000.0,889.0,"BT Road, North 24 Parganas",2,1,South,15.0,24.0,0,0,0,0,0,3.0,0,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.9672728775028,22.7241945,88.4837829
528,2,2450000.0,827.0,"New Barrackpur, North 24 Parganas",2,1,South-East,3.0,4.0,0,0,1,0,0,3.0,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,14.711598990684092,22.679688,88.4498321
529,2,2250000.0,844.0,"New Barrackpur, North 24 Parganas",2,1,South-East,1.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.626441218624947,22.679688,88.4498321
530,3,5500000.0,901.0,"Golabari, Howrah,",2,1,North-East,5.0,14.0,0,0,0,0,0,0.5,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,15.520258832020865,22.5932398,88.3441315
531,3,5200000.0,901.0,"Golabari, Howrah,",2,1,North-East,7.0,14.0,0,0,0,0,0,0.5,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,15.46416937585933,22.5932398,88.3441315
532,3,7800000.0,1185.0,"Rajarhat, North 24 Parganas",2,2,South-East,9.0,11.0,0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,15.86963441986494,22.6286173,88.44061
533,2,2270000.0,810.0,"New Barrackpur, North 24 Parganas",2,1,South-East,2.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.635290829986122,22.679688,88.4498321
534,3,6900000.0,1231.0,"Barrackpur-II, North 24 Parganas",2,3,North-East,1.0,6.0,0,0,0,0,0,3.0,2,0,9,1,1,1,1,1,1,1,1,1,1,0,0,15.747032114495012,22.9500602,88.4587242
535,2,2220000.0,765.0,"New Barrackpur, North 24 Parganas",2,1,South-East,4.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.613018204298813,22.679688,88.4498321
536,3,5850000.0,1300.0,"Barrackpur-II, North 24 Parganas",2,1,South-West,2.0,4.0,0,0,1,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,15.581952390148196,22.9500602,88.4587242
537,2,3600000.0,890.0,"Garia, Kolkata",2,1,South-East,1.0,3.0,1,0,0,0,0,3.0,2,0,0,0,0,1,1,1,0,0,0,1,0,0,0,15.096444681204078,22.4727076,88.3977962
538,3,2853000.0,1019.0,"Konnagar, Hooghly",2,1,South-East,1.0,5.0,0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,1,0,0,0,14.863881980703813,22.69972,88.3519784
539,2,2745000.0,915.0,"Konnagar, Hooghly",2,1,South-West,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,1,1,0,0,0,14.825291997224427,22.69972,88.3519784
540,3,3440999.9999999995,1110.0,"Konnagar, Hooghly",2,1,North,5.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,15.051272975392768,22.69972,88.3519784
541,2,1798999.9999999998,692.0,"Konnagar, Hooghly",2,1,East,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.402742068796885,22.69972,88.3519784
542,2,2007000.0,772.0,"Konnagar, Hooghly",2,1,West,1.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.512152126034454,22.69972,88.3519784
543,2,2077000.0,799.0,"Konnagar, Hooghly",2,1,West,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.546435584321785,22.69972,88.3519784
544,3,2694000.0,1036.0,"Konnagar, Hooghly",2,2,East,3.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,0,1,0,0,0,14.806538007147626,22.69972,88.3519784
545,2,2140000.0,778.0,"Konnagar, Hooghly",2,1,North,5.0,5.0,0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,14.576316854287644,22.69972,88.3519784
546,3,2650000.0,1060.0,"Konnagar, Hooghly",2,1,West,2.0,5.0,0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,14.790070575320824,22.69972,88.3519784
548,3,7600000.0,1404.0,"Barrackpur-II, North 24 Parganas",3,3,South-West,2.0,6.0,0,0,0,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,0,0,15.843658936835498,22.9500602,88.4587242
549,3,4800000.0,1150.0,Rajarhat,2,1,South-West,1.0,5.0,0,0,0,0,0,3.0,0,0,3,1,1,1,0,1,1,1,1,0,1,0,0,15.38412668421143,25.7967438,89.5446589
550,4,21500000.0,1508.0,"Tollygunge, Kolkata",3,3,South,12.0,12.0,0,0,0,0,0,3.0,1,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.88356353960952,22.498636,88.3453908
552,4,11700000.0,1885.0,"Kalikapur, Kolkata",3,2,East,3.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,16.275099485238066,22.5053017,88.4009957
553,4,11200000.000000002,1874.0,"Kalikapur, Kolkata",3,2,North-West,2.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,16.231424425551033,22.5053017,88.4009957
554,2,2040000.0,680.0,"BT Road, North 24 Parganas",1,1,South-West,2.0,6.0,0,0,0,0,0,0.5,2,0,0,1,1,1,1,0,0,0,1,0,0,0,0,14.528460856016356,22.7241945,88.4837829
555,3,11000000.0,1328.0,"EM Bypass, Kolkata South",3,1,South-West,9.0,27.0,0,0,0,0,0,7.5,2,0,2,1,1,1,0,1,1,1,1,0,0,0,0,16.213405921671733,22.4690721,88.3912838
556,3,5200000.0,1040.0,"Serampore, Hooghly",3,1,South,17.0,29.0,0,0,0,0,0,3.0,0,0,3,1,0,0,0,0,0,0,1,0,1,0,0,15.46416937585933,22.7549951,88.3416672
557,2,3050000.0,870.0,"Narendrapur, South 24 Parganas",2,1,East,2.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,14.930652476452392,22.4541674,88.4183764
558,3,4510000.0,1287.0,"Narendrapur, South 24 Parganas",2,2,East,2.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,15.321807933208326,22.4541674,88.4183764
559,3,4690000.0,1339.0,"Narendrapur, South 24 Parganas",2,2,South-East,1.0,4.0,0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,1,0,0,1,0,0,15.360943353642057,22.4541674,88.4183764
560,2,3374000.0,978.0,"Narendrapur, South 24 Parganas",2,1,South,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,15.03160983847212,22.4541674,88.4183764
562,3,4550000.0,1339.0,"Narendrapur, South 24 Parganas",3,2,South,4.0,4.0,0,0,0,0,0,0.5,2,0,4,1,0,0,0,0,0,1,0,0,1,0,0,15.330638010707329,22.4541674,88.4183764
563,2,3372000.0,992.0,"Narendrapur, South 24 Parganas",2,1,North,1.0,4.0,0,0,0,0,0,0.5,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,15.031016894663743,22.4541674,88.4183764
564,2,9000000.0,675.0,"Tollygunge, Kolkata",2,1,South-East,10.0,12.0,0,0,0,0,0,3.0,1,0,5,1,1,1,1,1,1,1,1,1,1,0,0,16.012735246411598,22.498636,88.3453908
565,3,11100000.000000002,1264.0,"EM Bypass, Kolkata South",2,1,North-East,15.0,27.0,0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,0,0,16.22245575637265,22.4690721,88.3912838
566,3,12000000.0,1751.0,"Action Area 1, Kolkata",3,1,South,2.0,4.0,0,0,0,0,0,3.0,1,0,0,1,1,0,1,1,1,0,0,0,0,0,0,16.300417291085605,22.5743093,88.4558557
567,3,18000000.0,1645.0,"Regent Park, Kolkata",3,1,North,12.0,15.0,0,0,0,0,0,7.5,2,0,4,1,0,0,0,0,1,1,0,1,1,0,0,16.705882371415992,22.4884467,88.3560125
568,4,28500000.0,1501.0,"New Town, Kolkata",5,2,South,7.0,20.0,0,0,0,1,0,3.0,0,0,6,1,0,0,0,0,0,1,1,1,1,0,0,17.1654146803266,22.5959131,88.4878653
569,4,9500000.0,1648.0,"Madhyamgram, North 24 Parganas",3,2,South-West,2.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,16.066802461833923,22.6947839,88.4530183
570,2,5800000.0,1056.0,"Madhyamgram, North 24 Parganas",2,1,North,1.0,6.0,0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.573368647930426,22.6947839,88.4530183
571,2,2420000.0,834.0,Panihati,2,1,South-East,1.0,4.0,0,0,1,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,14.699278511355924,22.6950342,88.4073585
572,2,2400000.0,750.0,"Airport, Dum Dum",1,0,South-East,5.0,5.0,0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.690979711984754,13.0479657,77.6452691
573,3,6200000.0,1000.0,"Garia, Kolkata",2,1,East,1.0,4.0,0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,15.64006001130563,22.4727076,88.3977962
574,3,7500000.0,1239.0,"Joka, Kolkata South",2,2,North-West,10.0,23.0,0,0,0,0,0,3.0,2,0,5,1,0,0,0,0,0,1,1,1,1,0,0,15.830413711839864,22.4440966,88.3017146
575,3,6450000.0,1128.0,"Joka, Kolkata South",2,3,West,3.0,15.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.679590843810702,22.4440966,88.3017146
576,2,5000000.0,906.0,"Joka, Kolkata South",2,2,North,3.0,15.0,0,0,0,0,0,3.0,2,0,4,1,0,0,1,0,0,1,0,1,1,0,0,15.424948670398354,22.4440966,88.3017146
577,3,6509999.999999999,1128.0,"Joka, Kolkata South",2,3,South-East,3.0,15.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,0,1,1,0,0,15.688850167794572,22.4440966,88.3017146
578,3,7500000.0,1528.0,"Joka, Kolkata South",2,3,South,1.0,15.0,0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,15.830413711839864,22.4440966,88.3017146
579,3,10500000.0,1545.0,"EM Bypass, Kolkata South",2,2,South-East,2.0,11.0,0,0,0,0,0,7.5,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,16.166885910365842,22.4690721,88.3912838
580,3,7200000.0,1370.0,"Adarsha Nagar, Kolkata",2,1,South-East,3.0,4.0,0,0,0,0,0,7.5,2,0,2,1,0,0,0,0,0,1,1,0,1,0,0,15.789591722875162,22.5008759,88.3739602
581,2,4000000.0,935.0,"EM Bypass, Kolkata South",2,1,South-West,2.0,4.0,0,0,0,0,0,12.5,2,0,4,1,1,0,1,0,0,1,1,1,1,0,0,15.201805169084134,22.4690721,88.3912838
582,3,10000000.0,1409.0,"Garia, Kolkata",2,1,East,4.0,4.0,0,0,0,0,0,12.5,1,0,4,1,1,1,1,0,0,1,1,1,1,0,0,16.118095750958314,22.4727076,88.3977962
583,3,7500000.0,1344.0,"Joka, Kolkata South",2,1,West,10.0,23.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,15.830413711839864,22.4440966,88.3017146
584,2,5100000.0,914.0,"Joka, Kolkata South",2,1,South,5.0,14.0,0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,15.444751293772969,22.4440966,88.3017146
585,3,6200000.0,1228.0,"Rajarhat, North 24 Parganas",2,2,North-East,7.0,11.0,0,0,0,0,0,3.0,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,15.64006001130563,22.6286173,88.44061
586,3,6220000.0,1885.0,"Rajarhat, North 24 Parganas",2,1,Missing,5.0,11.0,0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,0,0,15.643280625487051,22.6286173,88.44061
587,3,7500000.0,1170.0,Rajarhat,2,1,South-East,8.0,11.0,0,0,0,0,0,3.0,2,1,3,1,1,0,1,1,1,1,1,0,1,0,0,15.830413711839864,25.7967438,89.5446589
588,3,7286000.0,1386.0,"New Town, Kolkata",2,2,South-East,3.0,4.0,0,0,0,0,0,0.5,2,0,0,1,1,0,1,1,1,1,1,0,1,0,0,15.801465393800155,22.5959131,88.4878653
589,2,5300000.0,1008.0,Rajarhat,2,1,South-East,9.0,11.0,0,0,0,0,0,7.5,1,0,3,1,1,1,1,0,1,1,1,0,1,0,0,15.483217567201578,25.7967438,89.5446589
590,2,5100000.0,897.0,Rajarhat,2,1,East,3.0,11.0,0,0,0,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,0,1,0,0,15.444751293772969,25.7967438,89.5446589
591,2,5280000.0,992.0,Rajarhat,2,1,South,4.0,11.0,0,0,0,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,0,1,0,0,15.479436845076366,25.7967438,89.5446589
592,2,5150000.0,897.0,Rajarhat,2,1,North-West,10.0,11.0,0,0,0,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,0,1,0,0,15.454507466814658,25.7967438,89.5446589
593,3,7300000.0,1369.0,"New Town, Kolkata",2,1,South-East,1.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,1,0,0,15.803385043104912,22.5959131,88.4878653
594,2,5100000.0,959.0,"New Town, Kolkata",2,1,North-East,1.0,4.0,0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,1,0,0,15.444751293772969,22.5959131,88.4878653
