BHK,Price(lakhs),Area,Bathrooms,Balcony,Floor,Total_Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Latitude,Longitude,Floor_Ratio
2,20.77,799.0,2,1,2.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,22.69972,88.3519784,0.4
3,26.94,1036.0,2,2,3.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,0,1,0,22.69972,88.3519784,0.6
2,21.4,778.0,2,1,5.0,5.0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,22.69972,88.3519784,1.0
3,26.5,1060.0,2,1,2.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,22.69972,88.3519784,0.4
3,76.0,1404.0,3,3,2.0,6.0,0,0,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,22.9500602,88.4587242,0.3333333333333333
3,48.0,1150.0,2,1,1.0,5.0,0,0,0,0,3.0,0,0,3,1,1,1,0,1,1,1,1,0,1,25.7967438,89.5446589,0.2
4,215.0,1508.0,3,3,12.0,12.0,0,0,0,0,3.0,1,0,5,1,1,1,1,1,1,1,1,1,1,22.498636,88.3453908,1.0
4,117.0,1885.0,3,2,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5053017,88.4009957,0.75
4,112.0,1874.0,3,2,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5053017,88.4009957,0.5
2,20.4,680.0,1,1,2.0,6.0,0,0,0,0,0.5,2,0,0,1,1,1,1,0,0,0,1,0,0,22.7241945,88.4837829,0.3333333333333333
3,110.0,1328.0,3,1,9.0,27.0,0,0,0,0,7.5,2,0,2,1,1,1,0,1,1,1,1,0,0,22.4690721,88.3912838,0.3333333333333333
3,52.0,1040.0,3,1,17.0,29.0,0,0,0,0,3.0,0,0,3,1,0,0,0,0,0,0,1,0,1,22.7549951,88.3416672,0.5862068965517241
2,30.5,870.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,0,0,1,1,0,0,1,22.4541674,88.4183764,0.5
3,45.1,1287.0,2,2,2.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,0,0,1,1,0,0,1,22.4541674,88.4183764,0.5
3,46.9,1339.0,2,2,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,1,0,0,1,22.4541674,88.4183764,0.25
2,33.74,978.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,0,0,1,22.4541674,88.4183764,0.25
3,45.5,1339.0,3,2,4.0,4.0,0,0,0,0,0.5,2,0,4,1,0,0,0,0,0,1,0,0,1,22.4541674,88.4183764,1.0
2,33.72,992.0,2,1,1.0,4.0,0,0,0,0,0.5,2,0,1,1,1,1,0,0,1,1,0,0,1,22.4541674,88.4183764,0.25
2,90.0,675.0,2,1,10.0,12.0,0,0,0,0,3.0,1,0,5,1,1,1,1,1,1,1,1,1,1,22.498636,88.3453908,0.8333333333333334
3,111.0,1264.0,2,1,15.0,27.0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,22.4690721,88.3912838,0.5555555555555556
3,120.0,1751.0,3,1,2.0,4.0,0,0,0,0,3.0,1,0,0,1,1,0,1,1,1,0,0,0,0,22.5743093,88.4558557,0.5
3,180.0,1645.0,3,1,12.0,15.0,0,0,0,0,7.5,2,0,4,1,0,0,0,0,1,1,0,1,1,22.4884467,88.3560125,0.8
4,285.0,1501.0,5,2,7.0,20.0,0,0,0,1,3.0,0,0,6,1,0,0,0,0,0,1,1,1,1,22.5959131,88.4878653,0.35
4,95.0,1648.0,3,2,2.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,22.6947839,88.4530183,0.3333333333333333
2,58.0,1056.0,2,1,1.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,22.6947839,88.4530183,0.1666666666666666
2,24.2,834.0,2,1,1.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.6950342,88.4073585,0.25
2,24.0,750.0,1,0,5.0,5.0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,1.0
3,62.0,1000.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.25
3,75.0,1239.0,2,2,10.0,23.0,0,0,0,0,3.0,2,0,5,1,0,0,0,0,0,1,1,1,1,22.4440966,88.3017146,0.4347826086956521
3,64.5,1128.0,2,3,3.0,15.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,22.4440966,88.3017146,0.2
2,50.0,906.0,2,2,3.0,15.0,0,0,0,0,3.0,2,0,4,1,0,0,1,0,0,1,0,1,1,22.4440966,88.3017146,0.2
3,65.1,1128.0,2,3,3.0,15.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,0,1,1,22.4440966,88.3017146,0.2
3,75.0,1528.0,2,3,1.0,15.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,22.4440966,88.3017146,0.0666666666666666
3,105.0,1545.0,2,2,2.0,11.0,0,0,0,0,7.5,2,0,8,1,1,1,1,1,1,1,1,1,1,22.4690721,88.3912838,0.1818181818181818
3,72.0,1370.0,2,1,3.0,4.0,0,0,0,0,7.5,2,0,2,1,0,0,0,0,0,1,1,0,1,22.5008759,88.3739602,0.75
2,40.0,935.0,2,1,2.0,4.0,0,0,0,0,12.5,2,0,4,1,1,0,1,0,0,1,1,1,1,22.4690721,88.3912838,0.5
3,100.0,1409.0,2,1,4.0,4.0,0,0,0,0,12.5,1,0,4,1,1,1,1,0,0,1,1,1,1,22.4727076,88.3977962,1.0
3,75.0,1344.0,2,1,10.0,23.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.4440966,88.3017146,0.4347826086956521
2,51.0,914.0,2,1,5.0,14.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,22.4440966,88.3017146,0.3571428571428571
3,62.0,1228.0,2,2,7.0,11.0,0,0,0,0,3.0,2,0,3,1,1,1,0,1,1,1,1,0,1,22.6286173,88.44061,0.6363636363636364
3,62.2,1885.0,2,1,5.0,11.0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,22.6286173,88.44061,0.4545454545454545
3,75.0,1170.0,2,1,8.0,11.0,0,0,0,0,3.0,2,1,3,1,1,0,1,1,1,1,1,0,1,25.7967438,89.5446589,0.7272727272727273
3,72.86,1386.0,2,2,3.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,1,1,1,1,1,0,1,22.5959131,88.4878653,0.75
2,53.0,1008.0,2,1,9.0,11.0,0,0,0,0,7.5,1,0,3,1,1,1,1,0,1,1,1,0,1,25.7967438,89.5446589,0.8181818181818182
2,51.0,897.0,2,1,3.0,11.0,0,0,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.2727272727272727
2,52.8,992.0,2,1,4.0,11.0,0,0,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.3636363636363636
2,51.5,897.0,2,1,10.0,11.0,0,0,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.9090909090909092
3,73.0,1369.0,2,1,1.0,4.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,1,22.5959131,88.4878653,0.25
2,51.0,959.0,2,1,1.0,4.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,1,22.5959131,88.4878653,0.25
2,51.6,897.0,2,1,10.0,11.0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.9090909090909092
2,51.4,897.0,2,1,5.0,11.0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.4545454545454545
2,51.1,897.0,2,1,4.0,11.0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.3636363636363636
2,33.42,955.0,2,2,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,0,0,0,0,0,22.6286173,88.44061,1.0
2,28.7,820.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,22.6286173,88.44061,0.75
3,39.9,1140.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,0,1,1,1,0,0,0,0,0,22.6286173,88.44061,0.25
3,72.56,1369.0,2,2,3.0,4.0,0,0,0,0,3.0,2,0,6,1,1,1,1,0,0,0,0,1,1,22.5959131,88.4878653,0.75
2,50.88,960.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,4,1,1,1,1,0,0,0,0,1,1,22.5959131,88.4878653,0.75
2,50.83,959.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,5,1,1,1,1,0,0,0,0,1,1,22.5959131,88.4878653,0.75
3,65.4,1234.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,4,1,1,1,1,0,0,0,0,1,1,22.5959131,88.4878653,0.25
3,120.0,1150.0,2,1,8.0,12.0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.6666666666666666
2,95.0,1105.0,2,1,2.0,12.0,0,0,1,0,12.5,2,0,0,1,1,1,1,1,1,1,1,0,0,22.6286173,88.44061,0.1666666666666666
4,250.0,2200.0,3,2,5.0,12.0,0,0,0,1,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.4166666666666667
3,142.0,1500.0,3,3,10.0,11.0,0,0,0,0,3.0,2,1,0,1,1,1,1,1,1,1,0,0,0,22.5743093,88.4558557,0.9090909090909092
3,165.0,1535.0,2,1,12.0,15.0,0,0,0,0,3.0,2,2,6,1,1,1,1,1,1,1,1,1,1,22.5959131,88.4878653,0.8
3,170.0,1748.0,3,1,2.0,12.0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,22.5959131,88.4878653,0.1666666666666666
3,130.0,1454.0,0,0,3.0,4.0,0,0,0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,22.4690721,88.3912838,0.75
3,70.0,1199.0,2,1,2.0,4.0,0,0,0,0,7.5,2,0,4,1,1,0,0,0,0,1,1,0,1,22.4495236,88.3955392,0.5
3,100.0,1185.0,2,1,14.0,23.0,0,0,0,0,0.5,2,0,5,1,1,0,0,0,1,1,1,0,1,22.5959131,88.4878653,0.6086956521739131
2,19.58,725.0,2,1,4.0,4.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,1,0,22.6836507,88.3417989,1.0
2,32.91,927.0,2,1,4.0,4.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,22.6344962,88.4157144,1.0
3,73.2,1464.0,2,1,3.0,4.0,0,0,0,0,3.0,1,0,0,1,1,1,1,1,1,1,1,0,0,22.5053017,88.4009957,0.75
2,26.5,831.0,2,1,1.0,3.0,0,0,0,0,3.0,0,0,0,1,0,1,0,0,0,0,1,0,0,22.9500602,88.4587242,0.3333333333333333
3,128.0,1503.0,2,1,4.0,33.0,0,0,0,0,3.0,2,2,4,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.1212121212121212
3,160.0,1557.0,2,1,9.0,13.0,0,0,0,0,12.5,2,0,3,1,1,0,0,1,1,1,1,1,1,22.4727076,88.3977962,0.6923076923076923
3,105.0,1525.0,2,1,3.0,4.0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,22.5240566,88.2710655,0.75
3,125.0,1752.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,22.5743093,88.4558557,0.5
3,125.0,1750.0,3,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,22.5743093,88.4558557,0.75
3,77.0,1295.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,1,0,1,0,0,22.5053017,88.4009957,0.75
3,67.0,1201.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.6202131,88.4681187,1.0
3,84.5,1300.0,2,2,4.0,4.0,0,0,0,0,0.5,2,0,0,1,1,1,0,0,0,0,0,0,0,22.5008759,88.3739602,1.0
2,75.0,977.0,2,1,3.0,12.0,0,0,0,0,3.0,2,0,3,1,1,0,0,1,1,1,1,0,1,22.5959131,88.4878653,0.25
2,76.0,977.0,2,1,4.0,12.0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,22.5959131,88.4878653,0.3333333333333333
4,270.0,2000.0,3,3,11.0,12.0,0,0,0,1,0.5,2,0,7,1,1,1,1,1,1,1,1,1,1,22.5111647,88.3281116,0.9166666666666666
3,84.0,1355.0,2,1,8.0,10.0,0,0,0,0,0.5,2,0,4,1,0,0,0,0,0,1,1,0,1,25.7967438,89.5446589,0.8
2,45.0,710.0,2,1,5.0,9.0,0,0,0,0,12.5,2,0,5,0,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.5555555555555556
2,21.0,712.0,2,1,1.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.679688,88.4498321,0.25
2,32.78,874.0,2,1,1.0,7.0,0,0,0,0,0.5,2,0,1,0,0,0,0,0,0,0,1,1,1,22.4541674,88.4183764,0.1428571428571428
2,33.15,884.0,2,1,5.0,7.0,0,0,0,0,0.5,2,0,1,0,0,0,0,0,0,0,1,1,1,22.4541674,88.4183764,0.7142857142857143
3,65.35,1233.0,2,2,4.0,5.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.6129078,88.4665536,0.8
3,280.0,2250.0,3,1,24.0,32.0,0,0,0,1,7.5,2,0,4,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.75
2,80.0,1013.0,2,1,3.0,4.0,0,0,0,0,3.0,2,2,4,1,1,1,1,1,1,1,1,1,1,22.5959131,88.4878653,0.75
3,107.0,1264.0,2,1,10.0,27.0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,22.4690721,88.3912838,0.3703703703703703
3,72.5,1368.0,2,2,3.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,22.5959131,88.4878653,0.75
2,50.83,959.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,22.5959131,88.4878653,0.5
2,50.88,960.0,2,1,3.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,22.5959131,88.4878653,0.75
3,69.06,1303.0,2,2,1.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,0,1,22.5959131,88.4878653,0.25
3,51.02,1063.0,2,1,4.0,4.0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,25.7967438,89.5446589,1.0
3,79.68,1660.0,2,2,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.6286173,88.44061,0.8
2,60.5,1100.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,22.6202131,88.4681187,0.25
3,90.0,1480.0,2,2,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.6202131,88.4681187,0.5
3,84.7,1303.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,0,1,1,1,0,0,0,22.6202131,88.4681187,0.5
2,35.53,935.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,25.7967438,89.5446589,0.75
2,33.63,885.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,5,1,1,1,0,1,0,0,0,1,0,25.7967438,89.5446589,0.5
2,34.2,900.0,2,2,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,0,0,0,0,0,25.7967438,89.5446589,0.5
1,40.1,891.0,1,1,2.0,4.0,0,1,0,0,3.0,2,0,6,1,1,1,1,1,1,0,0,1,1,25.7967438,89.5446589,0.5
2,68.4,1520.0,2,2,3.0,4.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,0,0,1,1,25.7967438,89.5446589,0.75
2,44.37,986.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,0,0,1,1,25.7967438,89.5446589,0.5
3,52.76,1319.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,25.7967438,89.5446589,0.5
3,62.52,1563.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,0,0,0,0,0,25.7967438,89.5446589,0.5
3,62.75,1255.0,2,1,2.0,5.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,25.7967438,89.5446589,0.4
2,56.65,1076.0,2,1,5.0,8.0,0,0,0,0,0.5,2,0,6,1,1,1,1,0,0,0,1,1,1,22.6286173,88.44061,0.625
3,87.15,1660.0,2,2,3.0,8.0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,1,0,0,22.6286173,88.44061,0.375
2,64.42,1227.0,2,1,5.0,8.0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,1,0,0,22.6286173,88.44061,0.625
2,66.25,1262.0,2,1,6.0,8.0,0,0,0,0,0.5,2,0,5,1,1,1,1,1,1,1,0,1,1,22.6286173,88.44061,0.75
2,62.11,1183.0,2,1,4.0,8.0,0,1,0,0,0.5,2,0,0,1,1,1,1,1,0,1,1,0,0,22.6286173,88.44061,0.5
3,36.8,1150.0,2,1,4.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.6950342,88.4073585,1.0
3,65.0,1271.0,2,1,3.0,5.0,0,0,0,0,7.5,2,2,0,1,0,1,1,0,1,0,0,0,0,22.708831,88.3741094,0.6
3,135.0,1328.0,2,1,6.0,27.0,0,0,0,0,12.5,2,1,5,1,1,1,0,1,1,1,1,1,1,22.4690721,88.3912838,0.2222222222222222
3,70.0,1320.0,2,1,3.0,7.0,0,0,0,0,3.0,2,1,3,1,0,1,1,1,1,1,1,0,1,22.4541674,88.4183764,0.4285714285714285
4,161.00000000000003,1934.0,3,2,18.0,24.0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,22.7241945,88.4837829,0.75
3,142.0,2550.0,3,2,2.0,2.0,0,0,0,0,7.5,1,2,4,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,1.0
5,950.0,6198.0,6,3,21.0,24.0,0,0,0,1,3.0,2,0,5,1,1,1,1,1,1,1,1,0,1,22.4956263,88.398449,0.875
2,29.02,691.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,22.6546116,88.4249902,0.5
3,62.0,1130.0,2,1,3.0,5.0,0,0,0,0,7.5,2,2,4,1,1,0,0,0,0,1,1,0,1,22.1018905,88.3745163,0.6
4,560.0,4036.0,3,2,8.0,24.0,0,0,0,0,3.0,2,1,6,1,1,0,0,0,0,1,1,0,1,22.4956263,88.398449,0.3333333333333333
3,72.0,1303.0,2,0,3.0,4.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.501572,88.3209435,0.75
2,32.73,935.0,2,2,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,0,0,0,0,0,22.6286173,88.44061,1.0
3,210.0,1235.0,3,2,20.0,20.0,0,0,0,0,3.0,0,0,3,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,1.0
3,65.0,1250.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,22.6129078,88.4665536,0.5
3,68.0,1125.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,0,0,0,0,0,22.6129078,88.4665536,0.75
2,32.18,894.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.75
2,37.26,1035.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.25
3,46.0,1124.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,25.7967438,89.5446589,0.75
3,47.27,1153.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,1,0,0,0,25.7967438,89.5446589,0.25
2,42.62,1040.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,25.7967438,89.5446589,0.5
3,34.2,1120.0,2,1,4.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,22.6947839,88.4530183,1.0
2,42.0,890.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,22.4727076,88.3977962,0.5
3,85.0,1449.0,3,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,22.6202131,88.4681187,0.25
3,185.0,1920.0,3,2,8.0,13.0,0,0,0,0,12.5,2,2,8,1,1,1,1,1,1,1,1,1,1,22.6059241,88.3863913,0.6153846153846154
2,27.5,781.0,2,1,5.0,5.0,0,0,0,0,3.0,2,0,0,1,0,0,1,0,0,0,0,0,0,13.0479657,77.6452691,1.0
2,42.31,1085.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,22.6375838,88.412158,0.25
2,39.9,973.0,2,1,5.0,5.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,13.0479657,77.6452691,1.0
2,34.0,919.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,13.0479657,77.6452691,0.5
3,40.65,1129.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,1,1,1,0,1,0,0,0,0,0,0,22.9500602,88.4587242,0.75
2,34.1,921.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,1,0,0,0,13.0479657,77.6452691,0.5
2,37.71,1019.0,2,1,5.0,5.0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,0,0,0,0,0,13.0479657,77.6452691,1.0
3,38.84000000000001,1079.0,2,1,5.0,5.0,0,0,0,0,3.0,2,0,1,1,1,0,1,0,0,0,0,1,0,22.9500602,88.4587242,1.0
2,34.6,935.0,2,1,1.0,5.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,13.0479657,77.6452691,0.2
2,37.94,1084.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,0,0,0,0,0,0,13.0479657,77.6452691,0.75
3,145.0,1163.0,2,2,7.0,13.0,0,0,0,0,0.5,1,0,9,1,1,1,1,1,1,1,1,1,1,22.6546116,88.4249902,0.5384615384615384
3,67.0,1277.0,2,2,4.0,6.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,22.578579,88.3551327,0.6666666666666666
2,54.91,1036.0,2,1,15.0,19.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,0,1,22.4541674,88.4183764,0.7894736842105263
2,54.91,1036.0,2,1,9.0,19.0,0,0,0,0,3.0,2,0,5,1,1,0,0,0,0,1,1,0,1,22.4541674,88.4183764,0.4736842105263157
3,65.0,1200.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,3,1,1,1,0,1,1,0,1,1,0,22.5959131,88.4878653,0.75
3,83.0,1250.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,0,0,1,0,22.5743093,88.4558557,0.25
2,65.0,1050.0,2,1,2.0,4.0,0,0,1,0,3.0,2,0,0,1,1,1,1,0,1,1,0,0,0,22.5743093,88.4558557,0.5
3,68.95,1379.0,2,2,7.0,19.0,0,0,0,0,3.0,2,0,3,1,0,0,0,0,0,1,1,0,1,22.4541674,88.4183764,0.3684210526315789
3,109.0,1285.0,2,2,1.0,13.0,0,0,0,0,0.5,2,0,6,1,1,1,1,1,1,1,1,1,1,22.6546116,88.4249902,0.0769230769230769
3,75.47,1424.0,2,1,13.0,19.0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,1,0,1,22.4541674,88.4183764,0.6842105263157895
2,53.0,992.0,2,1,9.0,11.0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.8181818181818182
2,38.0,800.0,2,1,3.0,3.0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,0,0,0,0,0,22.4637529,88.3864655,1.0
3,25.62,915.0,2,1,3.0,3.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,22.6836507,88.3417989,1.0
2,17.13,685.0,1,1,4.0,4.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,1,0,22.6836507,88.3417989,1.0
3,80.0,1204.0,3,1,2.0,10.0,0,0,0,1,0.5,0,0,1,1,1,1,0,1,1,0,1,0,1,25.7967438,89.5446589,0.2
2,65.0,900.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,0,0,1,1,1,0,1,1,0,0,0,22.5743093,88.4558557,0.5
2,52.5,992.0,2,1,4.0,11.0,0,0,0,0,3.0,2,0,4,1,1,0,1,0,0,1,1,0,1,25.7967438,89.5446589,0.3636363636363636
3,88.0,1300.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,1,1,0,0,22.5743093,88.4558557,0.75
2,99.0,893.0,2,1,2.0,4.0,0,0,0,1,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,22.5262287,88.3526209,0.5
3,142.0,1284.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,3,1,1,1,1,0,1,1,0,0,0,22.5194439,88.365148,0.75
3,75.0,1215.0,2,1,7.0,14.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,22.4440966,88.3017146,0.5
3,90.0,1356.0,3,3,14.0,15.0,0,0,0,0,0.5,2,0,6,1,1,1,1,1,1,1,1,1,1,22.4440966,88.3017146,0.9333333333333332
3,75.0,1400.0,2,2,3.0,3.0,0,0,1,0,0.5,2,0,0,1,1,1,0,1,1,0,0,0,0,22.477646,88.4399813,1.0
3,120.0,2500.0,3,2,3.0,4.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.75
3,127.0,1008.0,2,2,12.0,12.0,0,0,0,0,3.0,1,0,5,1,1,1,1,1,1,1,1,1,1,22.498636,88.3453908,1.0
3,76.0,1489.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5053017,88.4009957,0.75
2,38.0,936.0,2,3,11.0,11.0,0,0,0,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,22.7240295,88.4889199,1.0
4,300.0,2072.0,3,1,2.0,4.0,0,0,0,0,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,22.5138598,88.3661554,0.5
