BHK,Price(lakhs),Area,Bathrooms,Balcony,Floor,Total_Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Latitude,Longitude,Floor_Ratio
2,38.0,970.0,2,1,2.0,3.0,0,0,0,0,12.5,2,2,0,0,1,1,0,0,0,0,1,0,0,22.4541674,88.4183764,0.6666666666666666
3,110.0,1490.0,2,1,3.0,3.0,0,0,0,0,12.5,2,1,0,1,1,1,0,0,0,0,0,0,0,22.5191703,88.3847542,1.0
2,25.0,592.0,1,1,3.0,4.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,22.7241945,88.4837829,0.75
2,90.0,1118.0,2,0,2.0,17.0,0,0,1,0,3.0,2,0,5,1,1,1,0,1,1,1,1,1,1,22.4690721,88.3912838,0.1176470588235294
3,125.0,1809.0,3,2,25.0,29.0,0,0,0,0,7.5,2,1,6,1,1,1,1,1,1,1,1,1,1,22.5932398,88.3441315,0.8620689655172413
4,320.0,3390.0,4,1,17.0,18.0,0,0,1,1,12.5,1,2,3,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.9444444444444444
2,26.0,740.0,2,1,9.0,14.0,0,0,0,0,3.0,1,0,3,1,0,0,0,0,0,1,1,0,1,22.5440241,88.2696868,0.6428571428571429
3,55.0,1250.0,2,1,2.0,5.0,0,0,0,0,3.0,2,0,0,1,0,1,0,1,1,1,0,0,0,22.6286173,88.44061,0.4
2,80.0,958.0,2,1,3.0,4.0,0,0,0,0,12.5,2,2,5,1,0,1,0,0,0,1,0,1,0,22.4735864,88.3606732,0.75
3,135.0,1200.0,2,1,1.0,4.0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5708433,88.411041,0.25
3,107.0,1665.0,2,1,7.0,11.0,0,0,0,0,7.5,2,2,4,1,1,0,0,1,1,1,0,0,1,22.4690721,88.3912838,0.6363636363636364
2,125.0,1116.0,2,1,2.0,4.0,0,0,0,0,7.5,2,2,0,1,1,1,0,1,0,0,0,0,0,22.5551591,88.3501171,0.5
3,90.0,1450.0,2,2,3.0,11.0,0,0,0,0,0.5,1,2,5,1,0,0,0,0,0,1,1,0,1,22.6670459,88.3411458,0.2727272727272727
3,60.0,1337.0,2,1,3.0,4.0,0,0,0,0,3.0,2,1,0,1,1,1,0,0,1,0,0,0,0,22.5932398,88.3441315,0.75
3,120.0,1345.0,2,1,2.0,5.0,1,0,1,0,12.5,0,2,6,1,1,1,1,0,1,0,0,1,0,22.5264928,88.3323692,0.4
3,49.0,1120.0,2,1,2.0,3.0,0,0,0,0,12.5,0,0,3,1,1,1,0,1,1,0,1,1,1,22.501572,88.3209435,0.6666666666666666
2,28.0,809.0,2,1,4.0,5.0,0,1,0,0,7.5,2,0,3,1,1,0,1,0,0,1,1,1,1,25.7967438,89.5446589,0.8
4,203.0,1700.0,3,1,2.0,4.0,0,0,0,0,12.5,1,0,2,1,1,1,0,1,1,0,0,1,0,22.6286173,88.44061,0.5
3,410.0,2550.0,3,2,4.0,45.0,0,0,0,0,-1.42,2,0,2,1,0,0,0,0,0,0,1,0,1,22.4690721,88.3912838,0.0888888888888888
1,22.0,567.0,1,1,3.0,4.0,0,0,0,0,12.5,1,0,0,0,0,0,0,0,1,0,1,0,0,22.501572,88.3209435,0.75
2,46.0,632.0,2,1,9.0,22.0,0,0,0,0,3.0,0,2,4,1,1,1,1,1,1,1,1,0,1,22.7549951,88.3416672,0.4090909090909091
2,18.0,500.0,1,1,3.0,4.0,0,0,0,0,12.5,0,0,0,0,1,0,0,1,0,0,0,0,0,22.5697,88.3630976,0.75
2,35.0,1050.0,1,1,3.0,4.0,0,0,0,0,12.5,2,1,0,0,0,0,0,0,0,0,0,0,0,22.4662366,88.4050198,0.75
2,42.0,897.0,2,1,5.0,5.0,0,0,0,0,7.5,2,1,3,1,1,0,1,0,0,1,1,0,1,22.6380124,88.3958929,1.0
3,240.0,1677.0,3,1,3.0,4.0,0,0,0,1,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.4956263,88.398449,0.75
2,45.0,987.0,2,1,4.0,5.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,22.6182558,88.393065,0.8
3,82.0,1295.0,3,1,10.0,18.0,0,0,0,0,3.0,2,1,8,1,1,0,0,0,0,1,1,1,1,22.4727076,88.3977962,0.5555555555555556
3,135.0,1400.0,2,2,6.0,13.0,0,0,0,0,-0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,22.5959131,88.4878653,0.4615384615384615
3,36.0,1012.0,2,1,2.0,3.0,0,0,0,0,12.5,2,2,1,0,0,0,0,0,0,0,0,0,0,22.4872704,88.3685589,0.6666666666666666
2,43.0,720.0,2,1,2.0,4.0,0,0,0,0,3.0,2,1,0,0,0,0,0,0,0,0,0,0,0,22.5117562,88.3538887,0.5
3,34.32,1144.0,2,1,2.0,5.0,0,0,0,0,0.5,2,0,0,1,0,1,0,0,1,0,0,0,0,22.9420463,88.4147984,0.4
2,49.0,1017.0,2,2,1.0,4.0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,22.4440966,88.3017146,0.25
2,55.0,915.0,2,1,3.0,14.0,0,0,0,0,0.5,2,0,4,1,1,1,0,1,1,1,1,0,1,22.3606792,88.4322502,0.2142857142857142
2,35.0,677.0,2,1,1.0,2.0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.4727076,88.3977962,0.5
3,72.0,1265.0,2,1,3.0,4.0,0,0,0,0,7.5,2,0,0,1,1,1,0,1,1,1,1,0,0,22.4662345,88.4025921,0.75
3,70.0,1270.0,2,1,3.0,4.0,0,0,0,0,12.5,2,0,0,1,1,0,0,1,1,1,1,0,0,22.4727076,88.3977962,0.75
2,26.0,780.0,2,1,2.0,2.0,0,1,1,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,22.4735864,88.3606732,1.0
2,35.0,1100.0,2,1,3.0,4.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.9500602,88.4587242,0.75
4,250.0,2000.0,4,3,1.0,6.0,0,0,0,0,12.5,1,2,1,1,1,0,0,0,0,0,0,0,0,22.5395543,88.3584527,0.1666666666666666
2,32.0,805.0,2,1,3.0,3.0,0,0,0,0,12.5,1,2,0,0,0,1,0,1,0,0,0,0,0,22.6433833,88.424659,1.0
3,64.0,1293.0,2,1,5.0,5.0,0,0,0,0,12.5,0,0,0,1,0,1,0,1,1,0,0,0,0,22.578579,88.3551327,1.0
3,87.0,1292.0,2,0,8.0,9.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.498636,88.3453908,0.8888888888888888
3,69.48,1198.0,2,1,4.0,7.0,0,0,0,0,-0.25,2,0,0,0,1,1,0,1,1,0,0,0,0,22.6210988,88.3978255,0.5714285714285714
2,35.0,980.0,2,1,1.0,3.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.613274,88.4246327,0.3333333333333333
3,52.06,1157.0,2,1,2.0,3.0,0,0,0,0,-0.25,2,0,6,1,1,1,1,1,1,0,0,1,0,26.1692257,91.8294037,0.6666666666666666
2,27.0,820.0,1,1,1.0,3.0,0,0,0,0,7.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.4803617,88.3377899,0.3333333333333333
2,42.0,838.0,2,1,4.0,4.0,0,0,0,0,12.5,0,2,0,1,0,1,0,1,1,0,0,0,0,22.6380124,88.3958929,1.0
3,44.0,1238.0,2,1,1.0,1.0,0,0,1,0,12.5,0,0,1,0,1,1,1,0,1,0,0,0,0,22.613274,88.4246327,1.0
2,49.0,1000.0,2,2,5.0,5.0,0,0,0,0,12.5,2,1,0,1,1,1,0,1,1,0,0,0,0,22.498636,88.3453908,1.0
2,34.0,899.0,2,1,3.0,5.0,0,0,0,0,3.0,2,1,2,1,1,1,1,0,0,0,0,1,0,22.6380124,88.3958929,0.6
3,91.0,1188.0,2,3,1.0,12.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.0833333333333333
2,55.0,970.0,2,1,1.0,3.0,0,0,0,0,12.5,1,0,0,1,0,0,0,0,0,0,0,0,0,22.4954675,88.3166809,0.3333333333333333
2,40.0,1050.0,2,1,3.0,4.0,0,0,0,0,12.5,0,0,0,1,0,1,0,1,0,0,0,0,0,22.6001077,88.4066981,0.75
2,61.5,795.0,2,1,2.0,4.0,0,0,0,0,-0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.495499,88.3709006,0.5
3,130.0,686.0,2,2,1.0,20.0,0,0,0,0,7.5,0,0,2,1,0,0,0,0,0,1,1,0,1,22.5959131,88.4878653,0.05
3,150.0,1122.0,2,2,1.0,4.0,0,1,1,0,3.0,0,2,0,1,1,0,0,1,0,0,0,0,0,22.6286173,88.44061,0.25
3,54.3,905.0,2,1,1.0,4.0,0,1,0,0,0.5,2,0,0,1,1,1,0,0,0,0,0,0,0,22.578579,88.3551327,0.25
2,110.0,1075.0,2,1,2.0,4.0,0,0,0,0,12.5,2,2,3,1,1,1,1,1,0,0,0,1,0,22.5326057,88.3546062,0.5
3,72.0,1110.0,2,1,1.0,4.0,0,0,0,0,7.5,2,0,1,1,1,0,0,1,0,1,0,0,1,22.5135613,88.3812157,0.25
3,73.0,1380.0,2,2,2.0,4.0,0,0,0,0,7.5,2,0,6,1,1,0,1,1,1,1,1,1,1,22.4662345,88.4025921,0.5
2,43.0,950.0,2,1,2.0,4.0,0,0,0,0,12.5,2,1,1,0,0,0,0,0,0,0,0,1,0,22.4809986,88.284838,0.5
2,40.0,812.0,2,0,3.0,4.0,0,0,0,0,7.5,2,2,3,1,1,1,0,1,1,0,0,1,1,22.4440966,88.3017146,0.75
2,30.0,476.0,2,0,3.0,4.0,0,0,0,0,-1.0,1,0,0,0,1,1,1,1,0,0,0,0,0,22.4727076,88.3977962,0.75
2,60.0,1800.0,2,1,5.0,5.0,0,0,0,0,12.5,2,2,2,1,1,0,0,0,0,1,1,0,1,25.7967438,89.5446589,1.0
2,57.0,823.0,2,2,3.0,4.0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,22.5708433,88.411041,0.75
2,47.0,1100.0,2,1,1.0,5.0,0,0,0,0,3.0,2,2,0,1,1,1,0,1,1,1,1,0,0,22.6286173,88.44061,0.2
2,56.0,996.0,2,1,15.0,21.0,0,0,0,0,3.0,0,0,5,1,1,0,1,0,0,1,1,0,1,22.7001796,88.3791567,0.7142857142857143
3,135.0,1288.0,2,2,2.0,4.0,0,0,0,0,12.5,1,1,1,0,0,0,0,0,0,0,0,0,0,22.5056055,88.363674,0.5
3,68.0,1181.0,2,1,3.0,4.0,0,0,0,0,0.5,2,0,0,1,0,1,1,1,0,0,0,0,0,22.6286173,88.44061,0.75
3,105.0,1170.0,2,1,5.0,7.0,0,0,0,0,7.5,2,0,0,1,1,0,0,1,1,1,0,0,0,22.5008759,88.3739602,0.7142857142857143
3,85.0,1860.0,3,2,1.0,4.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,22.4541674,88.4183764,0.25
2,56.0,1200.0,2,1,12.0,13.0,0,0,0,0,12.5,2,2,0,1,0,1,0,0,0,0,0,0,0,22.5685792,88.2942109,0.9230769230769232
2,23.0,715.0,1,1,2.0,3.0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6530765,88.3805962,0.6666666666666666
2,40.0,835.0,2,1,2.0,3.0,0,0,0,0,7.5,2,0,1,0,0,0,1,0,0,0,0,0,0,22.477646,88.4399813,0.6666666666666666
1,20.0,560.0,1,1,5.0,5.0,0,0,0,0,7.5,0,1,0,0,0,1,0,0,0,0,0,0,0,22.6182558,88.393065,1.0
1,21.15,470.0,1,1,3.0,4.0,0,0,0,0,3.0,2,0,0,0,0,0,0,0,0,0,0,0,0,22.5008759,88.3739602,0.75
2,32.0,650.0,2,2,1.0,2.0,0,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.6065505,88.3952451,0.5
1,22.0,556.0,1,1,3.0,4.0,0,0,0,0,12.5,2,0,0,0,0,1,0,0,0,0,0,0,0,22.5008759,88.3739602,0.75
3,58.0,1039.0,2,1,17.0,29.0,0,0,0,0,0.5,2,0,6,1,0,0,0,0,0,0,1,1,1,22.7549951,88.3416672,0.5862068965517241
4,300.0,2400.0,3,0,1.0,5.0,0,1,0,1,7.5,2,2,0,0,0,0,0,0,0,0,0,0,0,22.5100135,88.3493094,0.2
3,73.5,876.0,2,1,3.0,4.0,0,0,0,0,0.5,0,0,0,1,1,1,0,1,1,1,0,0,0,22.5959131,88.4878653,0.75
2,45.0,916.0,2,1,2.0,4.0,0,0,0,0,3.0,0,1,0,1,1,1,0,0,0,0,0,0,0,22.6380124,88.3958929,0.5
3,65.0,1275.0,2,1,1.0,3.0,0,0,0,0,12.5,2,2,0,0,1,1,0,0,1,0,0,0,0,22.5053017,88.4009957,0.3333333333333333
3,73.0,1315.0,2,1,2.0,4.0,0,0,0,0,7.5,2,0,2,1,1,1,0,1,1,1,0,0,1,22.4662345,88.4025921,0.5
3,46.0,987.0,2,1,5.0,11.0,0,0,0,0,3.0,2,0,4,1,1,0,0,0,0,1,1,0,1,22.7240295,88.4889199,0.4545454545454545
3,75.0,1510.0,2,2,11.0,12.0,0,0,0,0,3.0,2,1,2,1,1,1,0,1,1,1,0,0,1,22.4495236,88.3955392,0.9166666666666666
3,125.0,1750.0,2,2,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5743093,88.4558557,0.5
2,31.0,745.0,2,1,1.0,3.0,0,0,0,0,7.5,2,2,0,0,0,1,1,0,0,0,0,0,0,22.4727076,88.3977962,0.3333333333333333
2,32.0,675.0,2,1,2.0,6.0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5053017,88.4009957,0.3333333333333333
2,32.0,1260.0,2,1,2.0,4.0,0,0,1,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.7109969,88.4699989,0.5
2,23.0,780.0,2,1,4.0,4.0,0,0,0,0,7.5,2,1,0,1,1,0,0,0,0,0,1,0,0,22.6950342,88.4073585,1.0
2,100.0,1150.0,2,2,3.0,4.0,0,0,0,0,12.5,2,0,5,1,0,0,1,0,0,1,1,1,1,22.6059241,88.3863913,0.75
2,27.0,900.0,2,1,3.0,6.0,0,0,0,0,7.5,0,2,0,1,1,1,1,1,1,0,0,0,0,22.6129078,88.4665536,0.5
3,60.0,1171.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,0,1,0,0,0,1,0,22.501572,88.3209435,0.8
2,40.0,830.0,2,1,3.0,3.0,0,0,0,0,12.5,1,0,0,0,0,0,0,0,0,0,0,0,0,22.5044355,88.3721663,1.0
3,112.0,1460.0,2,1,10.0,10.0,0,0,0,0,7.5,2,2,5,1,1,0,0,1,1,1,1,1,1,22.5008759,88.3739602,1.0
3,108.0,1152.0,2,1,4.0,18.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,22.5008759,88.3739602,0.2222222222222222
2,36.0,850.0,2,1,1.0,4.0,0,0,0,0,12.5,0,1,0,0,0,0,0,0,0,0,0,0,0,22.501572,88.3209435,0.25
2,40.0,850.0,2,1,1.0,4.0,0,0,0,0,3.0,0,0,2,1,0,0,0,0,0,1,0,0,1,22.4145089,88.2839351,0.25
2,36.9,945.0,2,1,2.0,4.0,0,0,0,0,7.5,2,1,1,0,0,0,0,0,0,0,0,1,0,22.501572,88.3209435,0.5
3,125.0,1359.0,2,1,12.0,12.0,0,0,0,0,0.5,2,0,3,1,1,1,0,1,0,1,1,0,1,22.5959131,88.4878653,1.0
3,60.0,1130.0,2,1,3.0,4.0,0,0,0,0,12.5,2,0,4,1,1,0,0,1,1,1,1,0,1,22.4727076,88.3977962,0.75
2,47.5,975.0,2,2,4.0,4.0,0,0,0,0,7.5,2,1,2,1,0,1,1,0,1,0,1,1,0,22.6286173,88.44061,1.0
1,20.0,509.0,1,0,3.0,8.0,0,0,0,0,7.5,2,1,6,1,1,1,1,1,1,1,0,0,1,22.7240295,88.4889199,0.375
1,26.0,415.0,1,1,2.0,3.0,0,0,0,0,12.5,0,0,1,0,1,1,0,0,0,0,0,1,0,22.5044355,88.3721663,0.6666666666666666
2,21.0,620.0,1,1,2.0,3.0,0,0,0,0,7.5,0,0,0,0,0,0,0,1,0,0,1,0,0,22.7720477,88.3986838,0.6666666666666666
3,110.0,1480.0,2,2,2.0,4.0,0,0,0,0,0.5,2,0,0,1,1,1,1,1,1,1,1,0,0,22.5655274,88.4909785,0.5
3,165.0,1550.0,2,1,12.0,15.0,0,0,0,0,3.0,2,2,11,1,1,1,1,1,1,1,1,1,1,22.5959131,88.4878653,0.8
2,62.0,822.0,2,1,5.0,5.0,0,0,0,0,3.0,0,0,2,1,1,1,1,1,1,0,1,0,0,22.5565107,88.3795946,1.0
3,85.0,1265.0,2,1,4.0,12.0,0,0,0,0,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.1018905,88.3745163,0.3333333333333333
3,87.0,1274.0,2,1,7.0,11.0,0,0,0,0,3.0,2,2,5,1,1,1,1,1,1,1,1,1,1,22.4495236,88.3955392,0.6363636363636364
2,61.0,975.0,2,1,2.0,19.0,0,0,0,0,3.0,2,0,4,1,1,0,0,0,0,1,1,0,1,25.7967438,89.5446589,0.1052631578947368
2,40.0,1100.0,2,1,4.0,5.0,0,0,0,0,12.5,2,2,8,1,1,1,0,1,1,1,1,1,0,22.3786111,88.3175824,0.8
2,85.0,1053.0,2,1,10.0,13.0,0,0,0,0,0.5,2,0,2,1,1,1,0,1,0,1,1,0,1,22.578579,88.3551327,0.7692307692307693
2,66.0,1010.0,2,1,9.0,11.0,0,0,0,0,3.0,2,2,8,1,1,1,1,1,1,1,1,1,1,25.7967438,89.5446589,0.8181818181818182
2,38.0,956.0,2,1,4.0,5.0,0,0,0,0,12.5,0,2,4,1,1,0,0,0,0,1,1,0,1,13.0479657,77.6452691,0.8
3,175.0,1495.0,2,1,4.0,9.0,0,0,0,0,12.5,1,1,5,1,1,0,0,0,0,1,1,1,1,22.5376181,88.3158211,0.4444444444444444
3,85.0,1220.0,2,1,1.0,4.0,0,0,0,0,3.0,2,1,1,1,0,0,0,0,0,0,0,0,0,22.5959131,88.4878653,0.25
2,35.0,875.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,1,0,0,22.6546116,88.4249902,0.5
3,99.0,1300.0,3,1,21.0,24.0,0,0,0,0,3.0,2,0,2,1,0,0,0,0,0,1,1,0,1,22.7241945,88.4837829,0.875
2,42.25,529.0,2,1,6.0,12.0,0,0,0,0,0.5,0,0,4,1,1,1,0,1,1,1,1,0,1,22.7241945,88.4837829,0.5
3,60.0,1200.0,3,2,4.0,4.0,0,0,1,0,12.5,0,2,1,1,0,1,0,0,0,0,0,1,0,22.6469581,88.343612,1.0
2,34.0,848.0,2,1,2.0,3.0,0,0,0,0,12.5,1,1,0,1,1,1,0,1,1,0,0,0,0,22.4727076,88.3977962,0.6666666666666666
2,45.36,1080.0,2,1,5.0,6.0,0,0,0,0,0.5,2,0,0,0,0,0,0,0,0,0,0,0,0,22.9500602,88.4587242,0.8333333333333334
2,27.5,624.0,2,1,1.0,4.0,0,0,0,0,12.5,1,1,0,0,0,1,1,0,1,0,1,0,0,22.4851657,88.339032,0.25
3,48.0,1127.0,2,2,5.0,7.0,0,0,0,0,0.5,1,0,3,1,1,1,0,1,1,0,1,0,1,22.4541674,88.4183764,0.7142857142857143
2,22.0,723.0,2,1,1.0,4.0,0,0,0,0,7.5,2,0,0,0,1,1,0,1,0,0,1,0,0,22.7549951,88.3416672,0.25
2,52.0,1200.0,2,1,5.0,5.0,0,0,1,0,12.5,1,2,2,1,0,0,0,0,0,0,0,1,0,22.6286173,88.44061,1.0
2,36.0,868.0,2,2,1.0,5.0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,22.506758,88.3817559,0.2
3,68.0,1254.0,2,1,6.0,19.0,0,0,0,0,7.5,2,1,4,1,1,0,1,1,0,1,1,1,1,22.7001796,88.3791567,0.3157894736842105
2,65.6,818.0,2,2,5.0,12.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.5959131,88.4878653,0.4166666666666667
3,122.0,1238.0,2,1,15.0,18.0,0,0,0,0,0.5,0,0,2,1,0,0,0,0,0,1,1,0,1,22.4690721,88.3912838,0.8333333333333334
3,250.0,1710.0,3,1,2.0,7.0,0,0,0,0,3.0,2,0,0,1,1,0,0,1,1,1,0,0,0,22.5179974,88.3577197,0.2857142857142857
2,49.63,1056.0,2,1,4.0,7.0,0,0,0,0,0.5,2,0,4,1,1,1,0,1,1,1,1,0,1,22.6344962,88.4157144,0.5714285714285714
3,49.01,1167.0,2,1,4.0,6.0,0,0,0,0,0.5,2,0,1,1,0,1,0,1,0,1,0,0,0,22.9500602,88.4587242,0.6666666666666666
4,245.0,2200.0,4,1,5.0,12.0,0,0,0,1,0.5,2,0,12,1,1,1,1,1,1,1,1,1,1,22.5959131,88.4878653,0.4166666666666667
2,29.0,840.0,2,1,4.0,4.0,0,0,0,0,3.0,0,2,0,1,1,1,0,1,1,1,1,0,0,22.2523362,88.306594,1.0
2,52.0,918.0,2,1,8.0,14.0,0,0,0,0,3.0,2,0,9,1,0,0,0,0,0,1,1,1,1,22.3606792,88.4322502,0.5714285714285714
3,65.0,1275.0,2,1,3.0,4.0,0,0,0,0,12.5,2,0,2,0,0,0,0,0,0,0,0,0,1,22.4727076,88.3977962,0.75
2,21.0,627.0,1,1,4.0,4.0,0,0,0,0,7.5,2,0,0,0,1,1,0,1,0,0,0,0,0,22.4727076,88.3977962,1.0
3,52.0,1185.0,2,1,2.0,4.0,0,0,0,0,7.5,2,0,3,1,1,1,1,1,1,1,1,0,1,22.4441922,88.4325557,0.5
3,75.0,1251.0,2,2,3.0,4.0,0,0,0,0,7.5,2,1,5,1,1,0,1,1,1,1,1,1,1,22.4662345,88.4025921,0.75
3,85.0,1209.0,3,1,9.0,18.0,0,0,0,0,3.0,2,2,9,1,1,1,1,1,1,1,1,1,1,22.4727076,88.3977962,0.5
3,110.0,1693.0,3,1,3.0,4.0,0,0,0,0,3.0,2,0,3,1,1,0,1,0,0,0,1,0,1,22.5053017,88.4009957,0.75
4,170.0,1493.0,3,1,4.0,4.0,0,0,0,1,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,22.5280337,88.3659084,1.0
2,35.0,850.0,2,1,1.0,3.0,0,0,0,0,3.0,2,1,0,1,0,1,0,1,0,0,0,0,0,22.501572,88.3209435,0.3333333333333333
2,29.58,870.0,2,1,3.0,4.0,0,0,0,0,0.5,2,0,1,1,1,1,0,0,1,1,0,0,1,22.4541674,88.4183764,0.75
3,199.0,1214.0,3,2,11.0,12.0,0,0,0,1,0.5,1,0,2,1,1,1,0,1,1,0,1,1,1,22.5111647,88.3281116,0.9166666666666666
4,480.0,2914.0,4,2,30.0,42.0,0,0,1,1,-2.25,2,0,9,1,1,1,0,1,1,1,1,1,1,22.7241945,88.4837829,0.7142857142857143
4,135.0,1958.0,3,1,3.0,9.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,25.7967438,89.5446589,0.3333333333333333
3,42.5,1050.0,2,1,1.0,2.0,0,0,0,0,0.5,2,0,2,0,0,0,1,0,0,0,0,1,0,22.4727076,88.3977962,0.5
2,55.0,1044.0,2,1,4.0,5.0,0,0,0,0,0.5,2,0,0,1,0,1,0,0,1,0,0,0,0,22.4662345,88.4025921,0.8
3,48.38,1008.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,25.7967438,89.5446589,0.8
3,75.6,1400.0,2,2,2.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,0,0,0,0,0,1,0,22.4960484,88.3822296,0.6666666666666666
2,54.0,900.0,2,1,2.0,3.0,0,0,0,0,3.0,2,0,1,1,1,1,1,0,0,0,0,1,0,22.5053017,88.4009957,0.6666666666666666
2,44.0,989.0,2,2,1.0,7.0,0,0,0,0,0.5,2,0,3,1,0,1,1,1,0,0,1,1,0,22.477646,88.4399813,0.1428571428571428
3,62.5,1202.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,3,1,0,0,1,0,0,0,0,1,0,22.4727076,88.3977962,0.5
3,49.06,1022.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,25.7967438,89.5446589,0.6
3,44.0,989.0,2,1,2.0,7.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,0,1,0,1,0,22.477646,88.4399813,0.2857142857142857
1,25.0,500.0,1,1,1.0,3.0,0,0,0,0,0.5,2,0,3,1,0,0,1,0,0,0,0,1,0,22.4727076,88.3977962,0.3333333333333333
2,45.6,950.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.6
2,45.37,945.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,25.7967438,89.5446589,0.6
2,44.64,930.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,25.7967438,89.5446589,0.6
2,42.77,891.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,25.7967438,89.5446589,0.8
2,45.36,945.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,25.7967438,89.5446589,0.8
3,105.0,1160.0,2,1,5.0,7.0,0,0,0,0,7.5,2,0,4,1,1,1,1,1,1,1,1,1,1,22.5008759,88.3739602,0.7142857142857143
4,450.0,2799.0,5,3,11.0,29.0,0,0,0,0,-1.67,2,0,6,1,0,0,0,0,0,0,1,1,1,22.498636,88.3453908,0.3793103448275862
3,70.0,1210.0,2,1,8.0,14.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,22.3606792,88.4322502,0.5714285714285714
3,250.0,1389.0,2,2,30.0,46.0,0,0,0,1,7.5,2,0,2,1,1,1,1,1,1,1,1,0,1,22.4956263,88.398449,0.6521739130434783
2,53.0,862.0,2,1,3.0,4.0,0,0,0,0,7.5,2,2,0,1,1,1,1,1,1,1,0,0,0,22.5959131,88.4878653,0.75
2,95.0,1242.0,2,1,2.0,13.0,0,0,1,0,7.5,2,2,0,1,1,1,1,1,1,1,1,0,0,22.6286173,88.44061,0.1538461538461538
3,72.0,560.0,2,1,2.0,5.0,0,0,1,0,3.0,0,0,0,0,1,1,0,1,1,0,0,0,0,22.5932398,88.3441315,0.4
2,80.0,1022.0,2,1,3.0,5.0,0,0,0,0,7.5,2,2,4,1,1,0,1,0,0,1,1,0,1,22.5959131,88.4878653,0.6
2,51.0,996.0,2,1,2.0,7.0,0,0,0,0,3.0,2,0,2,1,0,1,1,1,1,0,1,0,1,25.7967438,89.5446589,0.2857142857142857
4,167.0,3540.0,5,3,3.0,4.0,0,0,0,1,3.0,2,0,3,1,1,1,0,1,1,1,1,0,1,25.7967438,89.5446589,0.75
3,120.0,2500.0,3,3,2.0,4.0,0,0,0,1,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,25.7967438,89.5446589,0.5
