BHK,Price,Area,Bathrooms,Balcony,Floor,Total Floors,Store_Room,Study_Room,Pooja_Room,Servant_Room,Property_Age_Years,Area_Type_Encoded,Furnishing_Level_Code,Facility_Premium,Lift,Maintenance,WaterStorage,VaastuCompliant,FireSecurity,VisitorParking,Intercom,Park,AiryRooms,Gym,Overlook_Pool,Overlook_Club,Latitude,Longitude,Floor_Ratio
2,2958000.0,870.0,2,1,3.0,4.0,0,0,0,0,0.5,2,0,1,1,1,1,0,0,1,1,0,0,1,0,0,22.4541674,88.4183764,0.75
3,19900000.0,1214.0,3,2,11.0,12.0,0,0,0,1,0.5,1,0,2,1,1,1,0,1,1,0,1,1,1,0,0,22.5111647,88.3281116,0.9166666666666666
4,48000000.0,2914.0,4,2,30.0,42.0,0,0,1,1,-2.25,2,0,9,1,1,1,0,1,1,1,1,1,1,0,0,22.7241945,88.4837829,0.7142857142857143
4,13500000.0,1958.0,3,1,3.0,9.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.3333333333333333
3,4250000.0,1050.0,2,1,1.0,2.0,0,0,0,0,0.5,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,22.4727076,88.3977962,0.5
2,5500000.0,1044.0,2,1,4.0,5.0,0,0,0,0,0.5,2,0,0,1,0,1,0,0,1,0,0,0,0,0,0,22.4662345,88.4025921,0.8
3,4838000.0,1008.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,25.7967438,89.5446589,0.8
3,7559999.999999999,1400.0,2,2,2.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,0,0,0,0,0,1,0,0,0,22.4960484,88.3822296,0.6666666666666666
2,5400000.0,900.0,2,1,2.0,3.0,0,0,0,0,3.0,2,0,1,1,1,1,1,0,0,0,0,1,0,0,0,22.5053017,88.4009957,0.6666666666666666
2,4400000.0,989.0,2,2,1.0,7.0,0,0,0,0,0.5,2,0,3,1,0,1,1,1,0,0,1,1,0,0,0,22.477646,88.4399813,0.14285714285714285
3,6250000.0,1202.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,3,1,0,0,1,0,0,0,0,1,0,0,0,22.4727076,88.3977962,0.5
3,4906000.0,1022.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,25.7967438,89.5446589,0.6
3,4400000.0,989.0,2,1,2.0,7.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,0,1,0,1,0,0,0,22.477646,88.4399813,0.2857142857142857
1,2500000.0,500.0,1,1,1.0,3.0,0,0,0,0,0.5,2,0,3,1,0,0,1,0,0,0,0,1,0,0,0,22.4727076,88.3977962,0.3333333333333333
2,4560000.0,950.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,1,0,0,0,0,25.7967438,89.5446589,0.6
2,4537000.0,945.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,25.7967438,89.5446589,0.6
2,4464000.0,930.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,25.7967438,89.5446589,0.6
2,4277000.0,891.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,25.7967438,89.5446589,0.8
2,4536000.0,945.0,2,1,4.0,5.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,0,0,0,0,0,0,25.7967438,89.5446589,0.8
3,10500000.0,1160.0,2,1,5.0,7.0,0,0,0,0,7.5,2,0,4,1,1,1,1,1,1,1,1,1,1,0,0,22.5008759,88.3739602,0.7142857142857143
4,45000000.0,2799.0,5,3,11.0,29.0,0,0,0,0,-1.67,2,0,6,1,0,0,0,0,0,0,1,1,1,0,0,22.498636,88.3453908,0.3793103448275862
3,7000000.0,1210.0,2,1,8.0,14.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,22.3606792,88.4322502,0.5714285714285714
3,25000000.0,1389.0,2,2,30.0,46.0,0,0,0,1,7.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.4956263,88.398449,0.6521739130434783
2,5300000.0,862.0,2,1,3.0,4.0,0,0,0,0,7.5,2,2,0,1,1,1,1,1,1,1,0,0,0,0,0,22.5959131,88.4878653,0.75
2,9500000.0,1242.0,2,1,2.0,13.0,0,0,1,0,7.5,2,2,0,1,1,1,1,1,1,1,1,0,0,0,0,22.6286173,88.44061,0.15384615384615385
3,7200000.0,560.0,2,1,2.0,5.0,0,0,1,0,3.0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,22.5932398,88.3441315,0.4
2,8000000.0,1022.0,2,1,3.0,5.0,0,0,0,0,7.5,2,2,4,1,1,0,1,0,0,1,1,0,1,0,0,22.5959131,88.4878653,0.6
2,5100000.0,996.0,2,1,2.0,7.0,0,0,0,0,3.0,2,0,2,1,0,1,1,1,1,0,1,0,1,0,0,25.7967438,89.5446589,0.2857142857142857
4,16700000.0,3540.0,5,3,3.0,4.0,0,0,0,1,3.0,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.75
3,12000000.0,2500.0,3,3,2.0,4.0,0,0,0,1,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.5
3,5764000.0,1441.0,3,2,2.0,4.0,0,0,0,0,-1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.5
3,4126000.0,1115.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,13.0479657,77.6452691,0.25
2,3000000.0,740.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,1,1,0,0,0,0,0,1,1,0,1,0,0,22.3606792,88.4322502,0.5
3,5300000.0,1125.0,2,1,4.0,4.0,0,0,0,0,7.5,2,0,2,1,1,1,0,1,0,1,1,0,1,0,0,22.4727076,88.3977962,1.0
3,10200000.0,1350.0,2,1,10.0,10.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,1.0
3,7600000.0,1226.0,3,1,15.0,15.0,0,0,0,0,3.0,2,0,5,1,1,0,0,0,0,1,1,1,1,0,0,22.4727076,88.3977962,1.0
4,16500000.0,2160.0,3,2,15.0,25.0,0,0,0,0,0.5,2,0,2,1,0,0,1,0,0,1,1,0,1,0,0,22.7241945,88.4837829,0.6
2,4400000.0,918.0,2,1,2.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,22.3606792,88.4322502,0.14285714285714285
3,8600000.0,1349.0,2,1,6.0,11.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.5454545454545454
3,13500000.0,1290.0,2,1,10.0,13.0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.7692307692307693
2,7200000.0,920.0,2,1,5.0,9.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.5555555555555556
3,20000000.0,1415.0,2,1,8.0,25.0,0,0,0,0,3.0,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,22.6564623,88.4467245,0.32
1,5000000.0,560.0,1,0,3.0,4.0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.5743093,88.4558557,0.75
3,13000000.0,1670.0,3,2,7.0,12.0,0,0,0,0,3.0,2,0,11,1,1,1,1,1,1,1,1,1,1,0,0,22.5959131,88.4878653,0.5833333333333334
4,12800000.0,1817.0,3,1,9.0,13.0,0,0,0,0,3.0,2,1,3,1,0,0,0,0,0,1,1,0,1,0,0,22.6656371,88.3980035,0.6923076923076923
3,10700000.0,1264.0,2,1,3.0,12.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,0,0,0,0,0,22.5959131,88.4878653,0.25
4,18000000.0,2071.0,3,1,21.0,25.0,0,0,0,0,3.0,2,0,6,1,0,0,1,0,0,1,1,0,1,0,0,22.7241945,88.4837829,0.84
3,11500000.0,1261.0,2,1,9.0,12.0,0,0,0,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,22.5959131,88.4878653,0.75
2,6000000.0,950.0,2,1,3.0,5.0,0,0,0,0,7.5,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,22.5240566,88.2710655,0.6
2,6300000.0,980.0,2,1,3.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,22.6202131,88.4681187,0.75
3,7250000.0,1368.0,2,2,3.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,22.6202131,88.4681187,0.75
3,11600000.0,1400.0,3,1,6.0,10.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.6
3,24000000.0,1475.0,3,2,20.0,46.0,0,0,0,0,0.5,1,0,6,1,1,1,1,1,1,1,1,1,1,0,0,22.4956263,88.398449,0.43478260869565216
2,6200000.0,970.0,2,1,1.0,4.0,0,0,0,0,12.5,2,0,2,1,1,1,0,1,0,1,1,1,1,0,0,22.5008759,88.3739602,0.25
6,32500000.0,3000.0,4,3,3.0,4.0,0,0,0,0,7.5,2,0,1,1,1,1,0,0,0,1,0,0,0,0,0,22.5056055,88.363674,0.75
4,29000000.0,3620.0,4,3,3.0,22.0,0,0,0,1,12.5,2,0,6,1,1,1,0,1,1,1,1,1,1,0,0,22.4727076,88.3977962,0.13636363636363635
2,7500000.0,1027.0,2,1,4.0,11.0,0,0,0,0,3.0,2,0,4,1,0,1,0,1,0,1,1,1,1,0,0,22.477646,88.4399813,0.36363636363636365
3,4500000.0,931.0,2,2,1.0,10.0,0,0,0,0,0.5,2,0,4,1,1,0,1,1,1,1,1,1,1,0,0,22.4440966,88.3017146,0.1
3,6900000.0,1278.0,2,1,8.0,14.0,1,0,0,0,3.0,2,0,9,1,0,0,0,0,0,1,1,1,1,0,0,22.3606792,88.4322502,0.5714285714285714
3,5600000.0,1225.0,2,1,4.0,4.0,0,0,0,0,7.5,2,0,3,1,1,1,0,1,1,1,1,0,1,0,0,22.4727076,88.3977962,1.0
2,3000000.0,799.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,25.7967438,89.5446589,1.0
3,15300000.0,1551.0,2,2,1.0,13.0,0,1,1,0,0.5,2,2,3,1,1,1,1,1,1,1,1,0,1,0,0,22.6546116,88.4249902,0.07692307692307693
1,2230000.0,531.0,1,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.6546116,88.4249902,0.5
3,5200000.0,1060.0,2,1,8.0,29.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.7549951,88.3416672,0.27586206896551724
3,16500000.0,1373.0,2,2,12.0,17.0,0,0,0,0,3.0,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,22.4690721,88.3912838,0.7058823529411765
3,11399999.999999998,1360.0,2,1,11.0,11.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.578579,88.3551327,1.0
3,10700000.0,1650.0,2,1,1.0,4.0,0,1,0,0,7.5,2,1,3,1,1,1,1,1,1,0,1,0,1,0,0,22.4727076,88.3977962,0.25
4,21000000.0,2850.0,4,2,1.0,4.0,0,0,0,0,12.5,2,2,2,1,1,1,0,0,0,0,0,1,0,0,0,22.4933548,88.3433104,0.25
1,15000000.0,970.0,1,1,11.0,23.0,0,0,0,0,0.5,2,2,10,1,1,1,1,1,1,1,1,1,1,0,0,22.5959131,88.4878653,0.4782608695652174
3,16500000.0,2054.0,3,2,11.0,33.0,0,0,0,0,3.0,2,0,11,1,1,1,1,1,1,1,1,1,1,0,0,22.5959131,88.4878653,0.3333333333333333
3,9500000.0,1255.0,2,2,3.0,11.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.578579,88.3551327,0.2727272727272727
2,3705000.0,950.0,2,1,2.0,5.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.4
2,3825000.0,805.0,2,1,4.0,5.0,0,0,0,0,0.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.8
3,5900000.0,1000.0,2,1,13.0,15.0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,1,1,0,0,22.4440966,88.3017146,0.8666666666666667
3,6600000.0,1128.0,2,3,3.0,15.0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,1,1,0,0,22.4440966,88.3017146,0.2
3,13700000.000000002,1551.0,2,2,5.0,13.0,0,0,0,0,3.0,2,0,4,1,0,0,1,0,0,1,1,0,1,0,0,22.6546116,88.4249902,0.38461538461538464
2,6000000.0,1010.0,2,1,8.0,11.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.7272727272727273
2,5100000.0,1158.0,2,2,1.0,7.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.14285714285714285
3,9200000.0,1474.0,2,1,6.0,9.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.6666666666666666
3,12300000.0,1369.0,2,1,4.0,12.0,0,0,0,0,3.0,2,0,6,1,1,0,0,0,0,1,1,0,1,0,0,22.5959131,88.4878653,0.3333333333333333
3,9400000.0,1260.0,2,1,3.0,11.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,22.578579,88.3551327,0.2727272727272727
2,6000000.0,971.0,2,1,10.0,10.0,0,0,0,0,0.5,2,0,4,1,0,0,0,1,1,1,1,0,1,0,0,25.7967438,89.5446589,1.0
4,17500000.0,1493.0,3,1,2.0,4.0,0,0,0,1,0.5,2,0,3,1,0,1,1,0,1,1,0,1,0,0,0,22.5280337,88.3659084,0.5
3,6300000.0,1326.0,2,2,2.0,11.0,0,0,0,0,7.5,2,2,5,1,1,1,1,1,1,1,1,1,1,0,0,22.4873548,88.3133794,0.18181818181818182
2,4100000.0,1052.0,2,1,8.0,11.0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,22.4809986,88.284838,0.7272727272727273
2,5500000.0,940.0,2,1,4.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,22.4440966,88.3017146,0.2857142857142857
2,5500000.0,940.0,2,1,4.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,22.4440966,88.3017146,0.2857142857142857
2,5200000.0,890.0,2,2,12.0,14.0,0,0,0,0,3.0,2,0,7,1,1,1,1,1,1,1,1,1,1,0,0,22.4440966,88.3017146,0.8571428571428571
3,8700000.0,1412.0,2,2,1.0,5.0,0,0,0,0,7.5,2,2,2,1,1,1,1,1,1,0,0,1,0,0,0,22.501572,88.3209435,0.2
2,3000000.0,839.0,2,1,1.0,2.0,1,0,0,0,0.5,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,22.4727076,88.3977962,0.5
3,4448000.0,1055.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,0,0,1,0,0,0,0,0,0,22.5959131,88.4878653,0.5
3,8500000.0,1298.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,22.5053017,88.4009957,0.75
2,5100000.0,860.0,2,2,4.0,15.0,0,0,0,0,3.0,2,0,2,1,0,0,1,0,0,1,0,0,1,1,0,22.4440966,88.3017146,0.26666666666666666
2,8500000.0,1000.0,2,1,3.0,8.0,0,0,0,0,12.5,2,0,4,1,1,1,0,0,0,0,0,1,1,0,0,22.5363513,88.3542021,0.375
3,4500000.0,1200.0,2,2,1.0,4.0,0,0,0,0,12.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0479657,77.6452691,0.25
2,5088000.0,960.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,22.6202131,88.4681187,0.5
3,8500000.0,764.0,2,1,2.0,11.0,0,0,0,0,3.0,0,0,3,1,1,1,1,1,1,1,1,0,1,0,0,22.7241945,88.4837829,0.18181818181818182
4,25000000.0,2452.0,4,1,18.0,19.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,22.5008759,88.3739602,0.9473684210526315
3,21100000.0,1985.0,3,1,16.0,19.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,22.5008759,88.3739602,0.8421052631578947
3,5500000.0,1150.0,2,1,3.0,5.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.6
4,17000000.0,3500.0,4,2,3.0,4.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.75
2,7700000.0,910.0,2,1,3.0,24.0,0,0,0,0,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,22.7241945,88.4837829,0.125
4,24500000.0,1235.0,4,2,16.0,20.0,0,1,0,0,3.0,0,0,10,1,0,0,0,0,0,1,1,1,1,0,0,22.5959131,88.4878653,0.8
4,22000000.0,2621.0,4,3,4.0,22.0,0,0,0,0,3.0,2,0,6,1,0,0,0,0,0,1,1,1,1,0,0,22.5008759,88.3739602,0.18181818181818182
3,12000000.0,1328.0,2,1,10.0,27.0,0,0,0,0,12.5,2,1,6,1,1,1,0,1,1,1,1,1,1,1,0,22.4690721,88.3912838,0.37037037037037035
3,7500000.0,1404.0,2,2,4.0,4.0,0,0,0,0,7.5,0,0,3,1,1,1,0,1,0,0,1,1,1,0,0,22.4662345,88.4025921,1.0
2,6300000.0,1145.0,2,3,3.0,6.0,0,1,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,0,0,22.9500602,88.4587242,0.5
2,6500000.0,1175.0,2,3,5.0,6.0,0,1,0,0,3.0,2,0,10,1,1,1,1,1,1,1,1,1,1,0,0,22.9500602,88.4587242,0.8333333333333334
2,5700000.0,1022.0,2,3,2.0,6.0,0,0,0,0,3.0,2,0,9,1,1,1,1,1,1,1,1,1,1,0,0,22.9500602,88.4587242,0.3333333333333333
3,5200000.0,1437.0,2,1,4.0,9.0,0,0,0,0,7.5,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,22.6950342,88.4073585,0.4444444444444444
3,7400000.0,1225.0,2,1,1.0,4.0,0,0,0,0,12.5,2,0,5,1,1,1,0,0,0,1,1,1,1,0,0,22.4690721,88.3912838,0.25
3,6906000.0,1303.0,2,2,1.0,4.0,0,0,0,0,0.5,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,22.6202131,88.4681187,0.25
3,12000000.0,1765.0,2,2,5.0,10.0,0,0,0,0,12.5,2,0,2,1,1,0,0,0,0,1,1,0,1,0,0,22.4727076,88.3977962,0.5
2,3529999.9999999995,954.0,2,1,4.0,4.0,0,0,0,0,0.5,2,0,1,1,0,1,1,1,1,0,0,1,1,0,0,25.7967438,89.5446589,1.0
4,24500000.0,2945.0,4,2,9.0,13.0,1,0,0,0,12.5,2,0,5,1,1,0,0,1,1,1,1,1,1,0,0,22.4922238,88.3922906,0.6923076923076923
4,34000000.0,2800.0,3,1,17.0,17.0,0,0,0,1,3.0,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,22.498636,88.3453908,1.0
1,2256000.0,480.0,1,1,4.0,7.0,0,0,0,0,0.5,2,0,5,1,1,1,0,1,0,1,1,0,1,0,0,22.6344962,88.4157144,0.5714285714285714
2,2250000.0,750.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,0,1,0,0,0,0,0,0,22.6993196,88.3896675,1.0
4,55000000.0,3200.0,4,3,1.0,4.0,1,0,0,1,12.5,1,0,5,1,1,1,1,1,0,1,1,1,1,0,0,22.5280337,88.3659084,0.25
2,5500000.0,1158.0,2,2,6.0,7.0,0,0,0,0,3.0,2,0,8,1,1,1,1,1,1,1,1,1,1,0,0,25.7967438,89.5446589,0.8571428571428571
3,5700000.0,1160.0,2,1,3.0,4.0,0,0,0,0,3.0,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,22.4495236,88.3955392,0.75
2,6200000.0,920.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,2,1,1,1,1,1,1,0,0,1,0,0,0,22.4727076,88.3977962,0.5
3,8600000.0,1300.0,2,2,2.0,3.0,0,0,0,0,3.0,2,0,1,1,0,1,0,1,1,0,0,1,0,0,0,22.4727076,88.3977962,0.6666666666666666
2,5000000.0,1060.0,2,1,4.0,7.0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,22.4541674,88.4183764,0.5714285714285714
2,4310000.0,917.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,22.4727076,88.3977962,0.25
3,12500000.0,1468.0,3,1,4.0,7.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,0,1,1,0,0,22.4727076,88.3977962,0.5714285714285714
2,5550000.0,895.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,1,1,1,1,1,1,1,0,0,1,0,0,0,22.4727076,88.3977962,0.25
3,5500000.0,1100.0,2,1,1.0,3.0,0,0,0,0,3.0,2,0,1,0,0,1,1,1,1,0,0,1,0,0,0,22.4727076,88.3977962,0.3333333333333333
3,8100000.0,1200.0,2,1,1.0,3.0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,22.4727076,88.3977962,0.3333333333333333
2,6700000.0,980.0,2,1,3.0,3.0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,22.4727076,88.3977962,1.0
3,5200000.0,1200.0,2,1,1.0,4.0,0,0,0,0,12.5,2,0,2,1,1,1,1,1,1,0,0,1,1,0,0,22.4727076,88.3977962,0.25
3,7600000.0,1680.0,2,1,2.0,4.0,0,0,0,0,3.0,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,22.4727076,88.3977962,0.5
3,5200000.0,1338.0,2,1,1.0,5.0,0,0,0,0,7.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,22.4541674,88.4183764,0.2
2,5700000.0,1060.0,2,1,3.0,5.0,0,0,0,0,7.5,2,2,3,1,1,1,1,1,1,1,1,1,1,0,0,22.4541674,88.4183764,0.6
3,6800000.0,1280.0,2,1,4.0,4.0,0,0,0,0,7.5,2,2,7,1,0,0,0,0,0,1,1,1,1,0,0,22.4662345,88.4025921,1.0
4,5180000.0,1400.0,4,2,1.0,3.0,1,0,0,0,3.0,2,0,1,1,0,1,1,1,0,0,0,1,0,0,0,22.4727076,88.3977962,0.3333333333333333
3,6700000.0,1202.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,1,1,1,1,1,1,0,0,0,0,22.6202131,88.4681187,1.0
3,8600000.0,1250.0,2,1,4.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,22.5743093,88.4558557,1.0
3,10300000.0,1341.0,2,1,1.0,4.0,0,0,0,0,3.0,2,0,0,1,1,0,1,1,1,0,0,0,0,0,0,22.5743093,88.4558557,0.25
3,6919000.0,1193.0,2,1,2.0,3.0,0,0,0,0,0.5,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,22.5053017,88.4009957,0.6666666666666666
3,5200000.0,1111.0,2,1,3.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,22.477646,88.4399813,1.0
3,7800000.0,1300.0,2,1,2.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,1,0,1,0,0,0,22.5053017,88.4009957,0.6666666666666666
3,7041000.0,1214.0,2,1,1.0,3.0,0,0,0,0,3.0,2,0,2,1,1,1,1,0,0,0,0,1,0,0,0,22.5240566,88.2710655,0.3333333333333333
2,2400000.0,600.0,2,1,3.0,4.0,0,0,0,0,12.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,22.6469581,88.343612,0.75
2,7000000.0,842.0,2,1,4.0,24.0,0,0,0,0,0.5,2,0,5,1,1,1,1,1,1,1,1,1,1,0,0,22.7241945,88.4837829,0.16666666666666666
2,7400000.0,896.0,2,1,14.0,24.0,0,0,0,0,3.0,2,0,6,1,1,1,1,1,1,1,1,1,1,0,0,22.7241945,88.4837829,0.5833333333333334
3,23000000.0,1770.0,3,2,15.0,29.0,0,0,0,0,0.5,2,0,3,1,1,1,1,1,1,1,1,0,1,0,0,22.5959131,88.4878653,0.5172413793103449
3,16700000.0,2185.0,4,3,3.0,21.0,0,0,0,1,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,22.5959131,88.4878653,0.14285714285714285
2,6600000.0,972.0,2,1,4.0,4.0,0,0,0,0,7.5,2,2,6,1,1,1,1,1,1,1,1,1,1,0,0,22.4727076,88.3977962,1.0
2,10000000.0,1464.0,2,2,6.0,21.0,0,0,0,0,3.0,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,22.5959131,88.4878653,0.2857142857142857
3,7000000.0,1320.0,2,2,1.0,3.0,0,0,0,0,3.0,2,2,0,1,1,1,0,0,1,0,0,1,0,0,0,22.5240566,88.2710655,0.3333333333333333
3,5200000.0,1040.0,2,1,23.0,26.0,0,0,0,0,0.5,2,1,7,1,1,1,1,1,1,1,1,1,1,0,0,22.7549951,88.3416672,0.8846153846153846
2,5800000.0,1054.0,2,1,6.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,22.6947839,88.4530183,1.0
2,5300000.0,1056.0,2,1,6.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,22.6947839,88.4530183,1.0
2,5300000.0,1023.0,2,1,5.0,6.0,0,0,0,0,0.5,2,0,4,1,1,1,1,1,1,1,1,0,1,0,0,22.6947839,88.4530183,0.8333333333333334
3,4300000.0,1108.0,2,1,2.0,4.0,1,0,0,0,0.5,2,0,7,1,1,1,0,1,1,1,1,1,1,0,0,22.3606792,88.4322502,0.5
2,3700000.0,820.0,2,1,2.0,4.0,1,0,0,0,3.0,2,0,8,1,1,1,0,0,1,1,1,1,1,0,0,22.3606792,88.4322502,0.5
3,7500000.0,1264.0,2,1,8.0,15.0,0,0,0,0,0.5,2,2,3,1,0,0,1,0,0,1,1,0,1,0,0,22.4690721,88.3912838,0.5333333333333333
4,30000000.0,4500.0,4,3,22.0,27.0,0,0,0,0,7.5,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,22.4690721,88.3912838,0.8148148148148148
2,3800000.0,890.0,2,1,4.0,5.0,0,0,0,0,3.0,0,0,3,1,1,1,0,1,1,1,1,0,1,0,0,25.7967438,89.5446589,0.8
3,6000000.0,1260.0,3,1,1.0,4.0,0,0,0,0,12.5,2,0,4,1,1,0,0,0,0,1,0,1,1,0,0,22.4690721,88.3912838,0.25
2,7200000.0,1105.0,2,1,2.0,4.0,0,0,0,0,0.5,2,0,5,1,1,1,1,0,1,1,0,1,1,0,0,22.5044355,88.3721663,0.5
